,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,PK,PKatt,Saves,CS,Nation
249,2021-06-23,17:00,UEFA Euro,Group stage,Wed,Neutral,L,2,3,se Sweden,1.9,1.1,66.0,14252.0,Robert Lewandowski,3-4-1-2,Michael Oliver,Match Report,,18.0,6.0,0,0,1.0,0,Poland
250,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,L,0,1,pl Poland,,,58.0,40400.0,Julian Baumgartlinger,4-2-3-1,Anastasios Sidiropoulos,Match Report,,16.0,2.0,0,0,4.0,0,Austria
251,2019-03-24,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,2,4,il Israel,,,57.0,16180.0,Julian Baumgartlinger,4-4-1-1,Yevhen Aranovskyi,Match Report,,20.0,8.0,0,0,1.0,0,Austria
252,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,1,0,si Slovenia,,,55.0,19200.0,David Alaba,4-1-4-1,Aliaksei Kulbakou,Match Report,,18.0,8.0,0,0,2.0,1,Austria
253,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,1,mk N. Macedonia,,,61.0,10501.0,Marko Arnautović,4-5-1,Aleksey Eskov,Match Report,,20.0,8.0,1,1,0.0,0,Austria
254,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,6,0,lv Latvia,,,77.0,16300.0,Julian Baumgartlinger,4-2-3-1,Robert Hennessy,Match Report,,31.0,11.0,1,1,1.0,1,Austria
255,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,0,0,pl Poland,,,65.0,56788.0,Julian Baumgartlinger,4-2-3-1,Viktor Kassai,Match Report,,22.0,6.0,0,0,2.0,1,Austria
256,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,1,il Israel,,,54.0,26200.0,Julian Baumgartlinger,4-2-3-1,William Collum,Match Report,,16.0,7.0,0,0,3.0,0,Austria
257,2019-10-13,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,1,0,si Slovenia,,,55.0,15108.0,Julian Baumgartlinger,4-2-3-1,Cüneyt Çakιr,Match Report,,12.0,4.0,0,0,2.0,1,Austria
258,2019-11-16,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,mk N. Macedonia,,,53.0,41100.0,Julian Baumgartlinger,4-2-3-1,Michael Oliver,Match Report,,17.0,8.0,0,0,3.0,0,Austria
259,2019-11-19,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,1,lv Latvia,,,75.0,2781.0,Julian Baumgartlinger,4-2-3-1,Alejandro Hernández,Match Report,,21.0,3.0,0,0,2.0,0,Austria
260,2021-06-02,20:00,Friendlies (M),Friendlies (M),Wed,Away,L,0,1,eng England,,,,,David Alaba,3-5-2,Lawrence Visser,Match Report,,,,0,0,,0,Austria
261,2021-06-06,17:30,Friendlies (M),Friendlies (M),Sun,Home,D,0,0,sk Slovakia,,,,,David Alaba,4-2-2-2,Urs Schnyder,Match Report,,,,0,0,,1,Austria
262,2021-06-13,19:00,UEFA Euro,Group stage,Sun,Neutral,W,3,1,mk N. Macedonia,2.0,0.6,62.0,9082.0,David Alaba,3-1-4-2,Andreas Ekberg,Match Report,,10.0,6.0,0,0,1.0,0,Austria
263,2021-06-17,21:00,UEFA Euro,Group stage,Thu,Neutral,L,0,2,nl Netherlands,0.7,3.1,53.0,15243.0,David Alaba,3-1-4-2,Orel Grinfeeld,Match Report,,9.0,1.0,0,0,1.0,0,Austria
264,2021-06-21,19:00,UEFA Euro,Group stage,Mon,Neutral,W,1,0,ua Ukraine,1.6,0.3,50.0,10472.0,David Alaba,4-2-3-1,Cüneyt Çakιr,Match Report,,18.0,4.0,0,0,1.0,1,Austria
265,2021-06-26,20:00,UEFA Euro,Round of 16,Sat,Neutral,L,1,2,it Italy,0.8,1.9,49.0,18910.0,David Alaba,4-2-3-1,Anthony Taylor,Match Report,Required Extra Time,16.0,3.0,0,0,4.0,0,Austria
266,2019-03-22,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,1,md Moldova,,,67.0,10042.0,Hugo Lloris,4-5-1,Aleksandar Stavrev,Match Report,,17.0,10.0,0,0,0.0,0,France
267,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,4,0,is Iceland,,,75.0,64538.0,Hugo Lloris,4-2-3-1,István Kovács,Match Report,,15.0,5.0,0,0,4.0,1,France
268,2019-06-08,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,0,2,tr Türkiye,,,63.0,36783.0,Hugo Lloris,4-3-3,Damir Skomina,Match Report,,4.0,0.0,0,0,4.0,0,France
269,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,4,0,ad Andorra,,,86.0,3187.0,Hugo Lloris,4-2-3-1,Fran Jović,Match Report,,21.0,10.0,0,0,1.0,1,France
270,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,4,1,al Albania,,,72.0,77655.0,Hugo Lloris,4-2-3-1,Jesús Gil,Match Report,,13.0,5.0,0,1,0.0,0,France
271,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,0,ad Andorra,,,84.0,55383.0,Hugo Lloris,4-2-3-1,Mykola Balakin,Match Report,,31.0,12.0,0,1,0.0,1,France
272,2019-10-11,18:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,1,0,is Iceland,,,71.0,9719.0,Raphaël Varane,4-3-3,Gianluca Rocchi,Match Report,,22.0,6.0,1,1,1.0,1,France
273,2019-10-14,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,1,1,tr Türkiye,,,64.0,72154.0,Raphaël Varane,4-2-3-1,Felix Brych,Match Report,,23.0,9.0,0,0,0.0,0,France
274,2019-11-14,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2,1,md Moldova,,,77.0,64367.0,Raphaël Varane,4-2-3-1,Gediminas Mažeika,Match Report,,17.0,5.0,1,1,0.0,0,France
275,2019-11-17,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,al Albania,,,57.0,19228.0,Raphaël Varane,3-4-1-2,Slavko Vinčič,Match Report,,9.0,5.0,0,0,0.0,1,France
276,2021-06-02,21:05,Friendlies (M),Friendlies (M),Wed,Home,W,3,0,wls Wales,,,,,Hugo Lloris,4-1-4-1,Luís Godinho,Match Report,,,,0,1,,1,France
277,2021-06-08,21:10,Friendlies (M),Friendlies (M),Tue,Home,W,3,0,bg Bulgaria,,,,,Hugo Lloris,4-3-1-2,Anastasios Sidiropoulos,Match Report,,,,0,0,,1,France
278,2021-06-15,21:00,UEFA Euro,Group stage,Tue,Neutral,W,1,0,de Germany,0.3,0.9,39.0,13000.0,Hugo Lloris,4-3-3,Carlos del Cerro,Match Report,,4.0,1.0,0,0,1.0,1,France
279,2021-06-19,15:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,hu Hungary,2.0,0.4,66.0,55998.0,Hugo Lloris,4-3-3,Michael Oliver,Match Report,,15.0,4.0,0,0,2.0,0,France
280,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2,2,pt Portugal,1.9,1.9,52.0,54886.0,Hugo Lloris,4-2-3-1,Antonio Matéu Lahoz,Match Report,,10.0,4.0,1,1,3.0,0,France
281,2021-06-28,22:00,UEFA Euro,Round of 16,Mon,Neutral,D,3 (4),3 (5),ch Switzerland,3.4,1.9,54.0,22642.0,Hugo Lloris,3-5-2,Fernando Rapallini,Match Report,Switzerland won on penalty kicks following extra time,26.0,8.0,0,0,1.0,0,France
282,2019-03-22,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,0,2,tr Türkiye,,,54.0,11730.0,Elseid Hysaj,3-4-1-2,Tobias Stieler,Match Report,,12.0,3.0,0,0,0.0,0,Albania
283,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,3,0,ad Andorra,,,77.0,1373.0,Elseid Hysaj,4-4-2,Filip Glova,Match Report,,12.0,4.0,0,0,0.0,1,Albania
284,2019-06-08,13:00,UEFA Euro Qualifying,Group stage,Sat,Away,L,0,1,is Iceland,,,54.0,8968.0,Elseid Hysaj,4-3-3,Bobby Madden,Match Report,,8.0,2.0,0,0,2.0,0,Albania
285,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,md Moldova,,,58.0,5004.0,Mërgim Mavraj,4-3-3,Ville Nevalainen,Match Report,,15.0,4.0,0,0,0.0,1,Albania
286,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,1,4,fr France,,,28.0,77655.0,Mërgim Mavraj,3-4-1-2,Jesús Gil,Match Report,,3.0,1.0,1,1,1.0,0,Albania
287,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,4,2,is Iceland,,,60.0,8652.0,Elseid Hysaj,4-3-1-2,Ivan Kružliak,Match Report,,17.0,5.0,0,0,2.0,0,Albania
288,2019-10-11,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,1,tr Türkiye,,,41.0,41438.0,Ledian Memushaj,3-1-4-2,Ovidiu Hațegan,Match Report,,8.0,4.0,0,0,5.0,0,Albania
289,2019-10-14,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,0,md Moldova,,,69.0,4367.0,Amir Abrashi,4-3-3,Chris Kavanagh,Match Report,,15.0,7.0,0,0,1.0,1,Albania
290,2019-11-14,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,D,2,2,ad Andorra,,,79.0,4260.0,Ledian Memushaj,3-1-4-2,Kristo Tohver,Match Report,,18.0,5.0,0,0,0.0,0,Albania
291,2019-11-17,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,L,0,2,fr France,,,43.0,19228.0,Elseid Hysaj,5-3-2,Slavko Vinčič,Match Report,,9.0,0.0,0,0,3.0,0,Albania
292,2021-06-05,17:00,Friendlies (M),Friendlies (M),Sat,Away,D,0,0,wls Wales,,,,,Amir Abrashi,3-5-2,Neil Doyle,Match Report,,,,0,0,,1,Albania
293,2021-06-08,20:15,Friendlies (M),Friendlies (M),Tue,Away,L,1,3,cz Czechia,,,,,Amir Abrashi,3-5-2,Peter Kráľovič,Match Report,,,,0,0,,0,Albania
294,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,1,ru Russia,,,61.0,34245.0,Eden Hazard,3-4-3,Ovidiu Hațegan,Match Report,,15.0,6.0,1,1,1.0,0,Belgium
295,2019-03-24,21:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,cy Cyprus,,,60.0,8728.0,Eden Hazard,3-4-3,François Letexier,Match Report,,13.0,6.0,0,0,1.0,1,Belgium
296,2019-06-08,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3,0,kz Kazakhstan,,,70.0,37155.0,Eden Hazard,3-4-3,Irfan Peljto,Match Report,,27.0,12.0,0,0,1.0,1,Belgium
297,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,0,sct Scotland,,,71.0,32482.0,Eden Hazard,3-4-3,Petr Ardeleánu,Match Report,,25.0,11.0,0,0,2.0,1,Belgium
298,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,0,sm San Marino,,,81.0,2523.0,Kevin De Bruyne,3-4-3,Horațiu Fesnic,Match Report,,29.0,11.0,1,1,3.0,1,Belgium
299,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,0,sct Scotland,,,52.0,25524.0,Kevin De Bruyne,3-4-3,Paweł Gil,Match Report,,15.0,8.0,0,0,3.0,1,Belgium
300,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,9,0,sm San Marino,,,84.0,34504.0,Eden Hazard,3-4-3,Anastasios Papapetrou,Match Report,,43.0,16.0,1,1,0.0,1,Belgium
301,2019-10-13,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,kz Kazakhstan,,,66.0,26801.0,Eden Hazard,3-4-3,Gediminas Mažeika,Match Report,,11.0,3.0,0,0,1.0,1,Belgium
302,2019-11-16,20:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,4,1,ru Russia,,,47.0,53317.0,Eden Hazard,3-4-3,Artur Soares Dias,Match Report,,11.0,8.0,0,0,3.0,0,Belgium
303,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6,1,cy Cyprus,,,62.0,40568.0,Eden Hazard,3-4-3,Jørgen Burchardt,Match Report,,18.0,12.0,0,0,0.0,0,Belgium
304,2021-06-03,20:45,Friendlies (M),Friendlies (M),Thu,Home,D,1,1,gr Greece,,,,,Romelu Lukaku,3-4-3,Fábio Veríssimo,Match Report,,,,0,0,,0,Belgium
305,2021-06-06,20:45,Friendlies (M),Friendlies (M),Sun,Home,W,1,0,hr Croatia,,,,,Jan Vertonghen,3-4-3,Deniz Aytekin,Match Report,,,,0,0,,1,Belgium
306,2021-06-12,22:00,UEFA Euro,Group stage,Sat,Neutral,W,3,0,ru Russia,1.4,0.3,66.0,26264.0,Jan Vertonghen,3-4-3,Antonio Matéu Lahoz,Match Report,,9.0,4.0,0,0,1.0,1,Belgium
307,2021-06-17,18:00,UEFA Euro,Group stage,Thu,Neutral,W,2,1,dk Denmark,0.9,1.7,53.0,23395.0,Jan Vertonghen,3-4-3,Björn Kuipers,Match Report,,6.0,4.0,0,0,4.0,0,Belgium
308,2021-06-21,22:00,UEFA Euro,Group stage,Mon,Neutral,W,2,0,fi Finland,1.6,0.4,61.0,18545.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,17.0,7.0,0,0,1.0,1,Belgium
309,2021-06-27,21:00,UEFA Euro,Round of 16,Sun,Neutral,W,1,0,pt Portugal,0.2,1.4,43.0,11504.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,6.0,1.0,0,0,4.0,1,Belgium
310,2021-07-02,21:00,UEFA Euro,Quarter-finals,Fri,Home,L,1,2,it Italy,1.8,1.7,46.0,12984.0,Jan Vertonghen,3-4-3,Slavko Vinčič,Match Report,,9.0,2.0,1,1,1.0,0,Belgium
311,2019-03-21,21:00,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,3,kz Kazakhstan,,,59.0,27641.0,Callum McGregor,4-3-3,Srđan Jovanović,Match Report,,10.0,2.0,0,0,3.0,0,Scotland
312,2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,sm San Marino,,,77.0,4077.0,Andrew Robertson,4-2-2-2,Manuel Schüttengruber,Match Report,,21.0,6.0,0,0,0.0,1,Scotland
313,2019-06-08,19:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,cy Cyprus,,,53.0,31277.0,Andrew Robertson,4-3-2-1,Ola Nilsen,Match Report,,16.0,6.0,0,0,5.0,0,Scotland
314,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,3,be Belgium,,,29.0,32482.0,Charlie Mulgrew,4-2-3-1,Petr Ardeleánu,Match Report,,4.0,2.0,0,0,8.0,0,Scotland
315,2019-09-06,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,1,2,ru Russia,,,46.0,32432.0,Andrew Robertson,4-3-3,Anastasios Sidiropoulos,Match Report,,14.0,5.0,0,0,4.0,0,Scotland
316,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,0,4,be Belgium,,,48.0,25524.0,Andrew Robertson,4-3-3,Paweł Gil,Match Report,,10.0,3.0,0,0,5.0,0,Scotland
317,2019-10-10,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,4,ru Russia,,,36.0,55703.0,Andrew Robertson,4-2-3-1,Jakob Kehlet,Match Report,,4.0,2.0,0,0,1.0,0,Scotland
318,2019-10-13,17:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,6,0,sm San Marino,,,75.0,20699.0,Andrew Robertson,4-2-3-1,Jérôme Brisard,Match Report,,31.0,13.0,0,0,2.0,1,Scotland
319,2019-11-16,16:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,1,cy Cyprus,,,42.0,7595.0,Steven Naismith,4-4-1-1,Harald Lechner,Match Report,,8.0,4.0,0,0,2.0,0,Scotland
320,2019-11-19,19:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,1,kz Kazakhstan,,,62.0,19515.0,Steven Naismith,4-2-3-1,Bas Nijhuis,Match Report,,22.0,9.0,0,0,2.0,0,Scotland
321,2020-10-08,19:45,UEFA Euro Qualifying,Semi-finals,Thu,Home,D,0 (5),0 (3),il Israel,,,42.0,,Andrew Robertson,3-4-1-2,Ovidiu Hațegan,Match Report,Scotland won on penalty kicks following extra time,17.0,1.0,0,0,1.0,1,Scotland
322,2020-11-12,20:45,UEFA Euro Qualifying,Finals,Thu,Away,D,1 (5),1 (4),rs Serbia,,,42.0,,Andrew Robertson,3-4-1-2,Antonio Matéu Lahoz,Match Report,Scotland won on penalty kicks following extra time,10.0,4.0,0,0,3.0,0,Scotland
323,2021-06-02,20:45,Friendlies (M),Friendlies (M),Wed,Away,D,2,2,nl Netherlands,,,,,Andrew Robertson,4-1-4-1,Vitor Ferreira Fernandes,Match Report,,,,0,0,,0,Scotland
324,2021-06-06,18:00,Friendlies (M),Friendlies (M),Sun,Away,W,1,0,lu Luxembourg,,,,,Andrew Robertson,4-1-4-1,Eldorjan Hamiti,Match Report,,,,0,0,,1,Scotland
325,2021-06-14,14:00,UEFA Euro,Group stage,Mon,Neutral,L,0,2,cz Czechia,1.9,1.1,57.0,9847.0,Andrew Robertson,3-5-2,Daniel Siebert,Match Report,,19.0,4.0,0,0,5.0,0,Scotland
326,2021-06-18,20:00,UEFA Euro,Group stage,Fri,Neutral,D,0,0,eng England,0.6,1.4,40.0,20306.0,Andrew Robertson,3-4-1-2,Antonio Matéu Lahoz,Match Report,,11.0,1.0,0,0,1.0,1,Scotland
327,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,L,1,3,hr Croatia,1.4,1.0,34.0,9896.0,Andrew Robertson,3-5-2,Fernando Rapallini,Match Report,,11.0,3.0,0,0,3.0,0,Scotland
328,2019-03-23,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,0,fi Finland,,,58.0,24000.0,Giorgio Chiellini,4-3-3,Orel Grinfeeld,Match Report,,11.0,3.0,0,0,1.0,1,Italy
329,2019-03-26,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6,0,li Liechtenstein,,,78.0,19834.0,Leonardo Bonucci,4-3-3,Kirill Levnikov,Match Report,,41.0,12.0,2,2,1.0,1,Italy
330,2019-06-08,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,gr Greece,,,70.0,19828.0,Giorgio Chiellini,4-3-3,Anthony Taylor,Match Report,,16.0,10.0,0,0,2.0,1,Italy
331,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,1,ba Bosnia & Herz'na,,,65.0,29100.0,Giorgio Chiellini,4-3-3,Javier Estrada,Match Report,,17.0,8.0,0,0,2.0,0,Italy
332,2019-09-05,20:00,UEFA Euro Qualifying,Group stage,Thu,Away,W,3,1,am Armenia,,,74.0,13680.0,Leonardo Bonucci,4-3-3,Daniel Siebert,Match Report,,18.0,7.0,0,0,2.0,0,Italy
333,2019-09-08,21:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,1,fi Finland,,,60.0,16292.0,Leonardo Bonucci,4-3-3,Bobby Madden,Match Report,,25.0,9.0,1,1,0.0,0,Italy
334,2019-10-12,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,0,gr Greece,,,71.0,56274.0,Leonardo Bonucci,4-3-3,Sergey Karasev,Match Report,,20.0,4.0,1,1,1.0,1,Italy
335,2019-10-15,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,5,0,li Liechtenstein,,,80.0,5087.0,Marco Verratti,4-3-3,Andris Treimanis,Match Report,,25.0,11.0,0,0,3.0,1,Italy
336,2019-11-15,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,3,0,ba Bosnia & Herz'na,,,55.0,8355.0,Leonardo Bonucci,4-3-3,Sandro Schärer,Match Report,,12.0,7.0,0,0,4.0,2,Italy
337,2019-11-18,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,9,1,am Armenia,,,71.0,27752.0,Leonardo Bonucci,4-3-3,Tiago Martins,Match Report,,24.0,12.0,1,1,4.0,0,Italy
338,2021-05-28,20:45,Friendlies (M),Friendlies (M),Fri,Home,W,7,0,sm San Marino,,,,,Federico Bernardeschi,4-1-4-1,Trustin Farrugia Cann,Match Report,,,,0,0,,2,Italy
339,2021-06-04,20:45,Friendlies (M),Friendlies (M),Fri,Home,W,4,0,cz Czechia,,,,,Giorgio Chiellini,4-1-4-1,Lionel Tschudi,Match Report,,,,0,0,,1,Italy
340,2021-06-11,21:00,UEFA Euro,Group stage,Fri,Neutral,W,3,0,tr Türkiye,1.9,0.6,64.0,12916.0,Giorgio Chiellini,4-3-3,Danny Makkelie,Match Report,,24.0,8.0,0,0,0.0,1,Italy
341,2021-06-16,21:00,UEFA Euro,Group stage,Wed,Neutral,W,3,0,ch Switzerland,2.7,0.2,49.0,12445.0,Giorgio Chiellini,4-3-3,Sergey Karasev,Match Report,,13.0,3.0,0,0,1.0,1,Italy
342,2021-06-20,18:00,UEFA Euro,Group stage,Sun,Neutral,W,1,0,wls Wales,2.0,0.4,69.0,11541.0,Leonardo Bonucci,4-3-3,Ovidiu Hațegan,Match Report,,23.0,6.0,0,0,1.0,1,Italy
343,2021-06-26,20:00,UEFA Euro,Round of 16,Sat,Neutral,W,2,1,at Austria,1.9,0.8,51.0,18910.0,Leonardo Bonucci,4-3-3,Anthony Taylor,Match Report,Required Extra Time,27.0,6.0,0,0,2.0,0,Italy
344,2021-07-02,21:00,UEFA Euro,Quarter-finals,Fri,Away,W,2,1,be Belgium,1.7,1.8,54.0,12984.0,Giorgio Chiellini,4-3-3,Slavko Vinčič,Match Report,,14.0,3.0,0,0,2.0,0,Italy
345,2021-07-06,20:00,UEFA Euro,Semi-finals,Tue,Home,D,1 (4),1 (2),es Spain,0.8,1.5,31.0,57811.0,Giorgio Chiellini,4-3-3,Felix Brych,Match Report,Italy won on penalty kicks following extra time,7.0,4.0,0,0,3.0,0,Italy
346,2021-07-11,20:00,UEFA Euro,Final,Sun,Neutral,D,1 (3),1 (2),eng England,2.2,0.6,65.0,67173.0,Giorgio Chiellini,4-3-3,Björn Kuipers,Match Report,Italy won on penalty kicks following extra time,19.0,6.0,0,0,1.0,0,Italy
