,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,PK,PKatt,Saves,CS,Nation
111,2023-11-17,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,D,1,1,cz Czechia,61.0,56310.0,Robert Lewandowski,3-5-2,Daniele Orsato,Match Report,,18.0,5.0,0,0,2.0,0,Poland
112,2024-03-21,20:45,UEFA Euro Qualifying,Semi-finals,Thu,Home,W,5,1,ee Estonia,85.0,,Robert Lewandowski,3-5-2,Slavko Vinčič,Match Report,,25.0,10.0,0,0,0.0,0,Poland
113,2024-03-26,19:45,UEFA Euro Qualifying,Finals,Tue,Away,D,0 (5),0 (4),wls Wales,58.0,,Robert Lewandowski,3-5-2,Daniele Orsato,Match Report,Poland won on penalty kicks following extra time,11.0,0.0,0,0,3.0,1,Poland
114,2023-03-24,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,3.0,0.0,se Sweden,56.0,49296.0,Kevin De Bruyne,4-2-2-2,Orel Grinfeeld,Match Report,,14.0,5.0,0,0,3.0,1,Belgium
115,2023-06-17,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,D,1.0,1.0,at Austria,56.0,39237.0,Romelu Lukaku,3-5-2,Jérôme Brisard,Match Report,,17.0,2.0,0,0,2.0,0,Belgium
116,2023-06-20,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3.0,0.0,ee Estonia,67.0,11772.0,Romelu Lukaku,4-3-3,John Beaton,Match Report,,12.0,5.0,0,0,1.0,1,Belgium
117,2023-09-09,17:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,1.0,0.0,az Azerbaijan,54.0,4500.0,Romelu Lukaku,4-3-3,Nenad Minaković,Match Report,,16.0,6.0,0,0,4.0,1,Belgium
118,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,5.0,0.0,ee Estonia,75.0,24127.0,Romelu Lukaku,4-3-3,Bartosz Frankowski,Match Report,,22.0,11.0,0,0,0.0,1,Belgium
119,2023-10-13,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,3.0,2.0,at Austria,42.0,47000.0,Romelu Lukaku,4-3-3,Jesús Gil,Match Report,,8.0,5.0,0,0,2.0,0,Belgium
120,2023-10-16,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,1.0,1.0,se Sweden,66.0,,Romelu Lukaku,4-4-2,Maurizio Mariani,Match Report,Match awarded to,9.0,3.0,1,1,5.0,0,Belgium
121,2023-11-19,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,5.0,0.0,az Azerbaijan,75.0,30276.0,Romelu Lukaku,4-2-3-1,Gergő Bogár,Match Report,,22.0,7.0,0,0,0.0,1,Belgium
122,2024-03-23,17:00,Friendlies (M),Friendlies (M),Sat,Away,D,0.0,0.0,ie Rep. of Ireland,,38128.0,Youri Tielemans,4-1-4-1,Rohit Saggi,Match Report,,,,0,0,,2,Belgium
123,2024-03-26,19:45,Friendlies (M),Friendlies (M),Tue,Away,D,2.0,2.0,eng England,,80733.0,Romelu Lukaku,4-1-4-1,Sebastian Gishamer,Match Report,,,,0,0,,0,Belgium
124,2023-03-24,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,4.0,1.0,az Azerbaijan,51.0,16500.0,Marcel Sabitzer,4-4-2,Bartosz Frankowski,Match Report,,25.0,12.0,0,0,2.0,0,Austria
125,2023-03-27,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,2.0,1.0,ee Estonia,66.0,16500.0,Konrad Laimer,4-4-2,Enea Jorgji,Match Report,,19.0,8.0,0,1,2.0,0,Austria
126,2023-06-17,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,D,1.0,1.0,be Belgium,44.0,39237.0,David Alaba,4-4-2,Jérôme Brisard,Match Report,,10.0,2.0,0,0,1.0,0,Austria
127,2023-06-20,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2.0,0.0,se Sweden,63.0,46300.0,David Alaba,4-4-2,Marco Guida,Match Report,,21.0,14.0,0,0,3.0,1,Austria
128,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3.0,1.0,se Sweden,53.0,43228.0,David Alaba,4-4-2,Serdar Gözübüyük,Match Report,,12.0,6.0,1,1,3.0,0,Austria
129,2023-10-13,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,2.0,3.0,be Belgium,58.0,47000.0,Konrad Laimer,4-4-1-1,Jesús Gil,Match Report,,16.0,5.0,1,1,2.0,0,Austria
130,2023-10-16,20:00,UEFA Euro Qualifying,Group stage,Mon,Away,W,1.0,0.0,az Azerbaijan,46.0,4446.0,Konrad Laimer,4-1-4-1,Aristotelis Diamantopoulos,Match Report,,13.0,3.0,1,1,0.0,1,Austria
131,2023-11-16,19:00,UEFA Euro Qualifying,Group stage,Thu,Away,W,2.0,0.0,ee Estonia,69.0,4488.0,David Alaba,4-3-3,Nikola Dabanović,Match Report,,16.0,4.0,0,0,0.0,1,Austria
132,2024-03-23,18:00,Friendlies (M),Friendlies (M),Sat,Away,W,2.0,0.0,sk Slovakia,,9912.0,Marcel Sabitzer,4-2-3-1,Trustin Farrugia Cann,Match Report,,,,0,0,,1,Austria
133,2024-03-26,20:45,Friendlies (M),Friendlies (M),Tue,Home,W,6.0,1.0,tr Türkiye,,38500.0,Konrad Laimer,4-2-3-1,Daniele Chiffi,Match Report,,,,2,2,,0,Austria
134,2024-06-04,20:45,Friendlies (M),Friendlies (M),Tue,Home,W,2.0,1.0,rs Serbia,,37800.0,Marko Arnautović,4-2-3-1,António Nobre,Match Report,,,,0,0,,0,Austria
135,2023-03-24,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,0.0,3.0,be Belgium,44.0,49296.0,Victor Lindelöf,4-4-2,Orel Grinfeeld,Match Report,,9.0,4.0,0,0,2.0,0,Sweden
136,2023-03-27,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,5.0,0.0,az Azerbaijan,42.0,23674.0,Victor Lindelöf,4-4-2,Stéphanie Frappart,Match Report,,15.0,6.0,0,0,1.0,1,Sweden
137,2023-06-20,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0.0,2.0,at Austria,37.0,46300.0,Victor Lindelöf,4-4-2,Marco Guida,Match Report,,4.0,3.0,0,0,12.0,0,Sweden
138,2023-09-09,19:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,5.0,0.0,ee Estonia,67.0,11411.0,Victor Lindelöf,4-4-2,Horațiu Fesnic,Match Report,,19.0,10.0,0,0,0.0,1,Sweden
139,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,L,1.0,3.0,at Austria,47.0,43228.0,Victor Lindelöf,4-4-2,Serdar Gözübüyük,Match Report,,17.0,4.0,0,0,3.0,0,Sweden
140,2023-10-16,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,1.0,1.0,be Belgium,34.0,,Victor Lindelöf,4-4-2,Maurizio Mariani,Match Report,Match awarded to,13.0,6.0,0,0,3.0,0,Sweden
141,2023-11-16,21:00,UEFA Euro Qualifying,Group stage,Thu,Away,L,0.0,3.0,az Azerbaijan,64.0,5570.0,Victor Lindelöf,4-4-2,Esther Staubli,Match Report,,18.0,6.0,0,0,0.0,0,Sweden
142,2023-11-19,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,2.0,0.0,ee Estonia,62.0,11201.0,Albin Ekdal,4-4-2,Fabio Maresca,Match Report,,15.0,4.0,0,0,0.0,1,Sweden
143,2024-03-21,19:45,Friendlies (M),Friendlies (M),Thu,Away,L,2.0,5.0,pt Portugal,,27532.0,Victor Lindelöf,4-2-3-1,Ricardo de Burgos,Match Report,,,,0,0,,0,Sweden
144,2024-03-25,19:00,Friendlies (M),Friendlies (M),Mon,Home,W,1.0,0.0,al Albania,,17892.0,Victor Lindelöf,4-1-4-1,Marcel Bîrsan,Match Report,,,,0,0,,1,Sweden
145,2023-03-27,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3.0,0.0,bg Bulgaria,55.0,53000.0,Dominik Szoboszlai,3-4-3,Halil Umut Meler,Match Report,,14.0,9.0,0,0,2.0,1,Hungary
146,2023-06-17,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,D,0.0,0.0,me Montenegro,72.0,6761.0,Dominik Szoboszlai,3-4-3,Jesús Gil,Match Report,,9.0,1.0,0,0,3.0,1,Hungary
147,2023-06-20,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2.0,0.0,lt Lithuania,72.0,58274.0,Dominik Szoboszlai,3-4-3,António Nobre,Match Report,,27.0,10.0,0,0,2.0,1,Hungary
148,2023-09-07,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2.0,1.0,rs Serbia,46.0,6924.0,Dominik Szoboszlai,3-4-3,Juan Martínez,Match Report,,9.0,3.0,0,0,3.0,0,Hungary
149,2023-10-14,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2.0,1.0,rs Serbia,36.0,58215.0,Dominik Szoboszlai,3-4-3,François Letexier,Match Report,,10.0,4.0,0,0,5.0,0,Hungary
150,2023-10-17,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,2.0,2.0,lt Lithuania,65.0,5349.0,Dominik Szoboszlai,3-4-3,Juxhin Xhaja,Match Report,,18.0,8.0,1,1,2.0,0,Hungary
151,2023-11-16,19:00,UEFA Euro Qualifying,Group stage,Thu,Away,D,2.0,2.0,bg Bulgaria,59.0,230.0,Dominik Szoboszlai,3-4-1-2,Daniel Stefański,Match Report,,20.0,5.0,0,0,0.0,0,Hungary
152,2023-11-19,15:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,3.0,1.0,me Montenegro,62.0,59600.0,Dominik Szoboszlai,3-4-3,Danny Makkelie,Match Report,,14.0,5.0,0,0,5.0,0,Hungary
153,2024-03-22,20:45,Friendlies (M),Friendlies (M),Fri,Home,W,1.0,0.0,tr Türkiye,,58000.0,Dominik Szoboszlai,3-4-3,Bartosz Frankowski,Match Report,,,,1,1,,1,Hungary
154,2024-03-26,19:00,Friendlies (M),Friendlies (M),Tue,Home,W,2.0,0.0,xk Kosovo,,57000.0,Dominik Szoboszlai,3-4-3,Ovidiu Hațegan,Match Report,,,,0,0,,1,Hungary
155,2024-06-04,19:45,Friendlies (M),Friendlies (M),Tue,Away,L,1.0,2.0,ie Rep. of Ireland,,29424.0,Dominik Szoboszlai,3-4-3,Luís Godinho,Match Report,,,,0,0,,0,Hungary
156,2023-03-24,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2.0,0.0,lt Lithuania,60.0,21125.0,Dušan Tadić,3-4-3,Lawrence Visser,Match Report,,15.0,4.0,0,0,3.0,1,Serbia
157,2023-03-27,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2.0,0.0,me Montenegro,65.0,9831.0,Dušan Tadić,3-4-3,Clément Turpin,Match Report,,10.0,2.0,0,0,2.0,1,Serbia
158,2023-06-20,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,D,1.0,1.0,bg Bulgaria,68.0,6700.0,Dušan Tadić,3-4-3,Craig Pawson,Match Report,,10.0,2.0,0,0,1.0,0,Serbia
159,2023-09-07,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,L,1.0,2.0,hu Hungary,55.0,6924.0,Dušan Tadić,3-4-1-2,Juan Martínez,Match Report,,15.0,3.0,0,0,1.0,0,Serbia
160,2023-09-10,21:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,3.0,1.0,lt Lithuania,65.0,8586.0,Dušan Tadić,3-4-3,Sascha Stegemann,Match Report,,13.0,5.0,0,0,2.0,0,Serbia
161,2023-10-14,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,1.0,2.0,hu Hungary,64.0,58215.0,Aleksandar Mitrović,3-4-3,François Letexier,Match Report,,16.0,6.0,0,0,2.0,0,Serbia
162,2023-10-17,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3.0,1.0,me Montenegro,64.0,25884.0,Dušan Tadić,3-4-3,Szymon Marciniak,Match Report,,19.0,7.0,0,0,2.0,0,Serbia
163,2023-11-19,15:00,UEFA Euro Qualifying,Group stage,Sun,Home,D,2.0,2.0,bg Bulgaria,58.0,7325.0,Dušan Tadić,3-4-3,Erik Lambrechts,Match Report,,18.0,8.0,0,0,0.0,0,Serbia
164,2024-03-25,19:00,Friendlies (M),Friendlies (M),Mon,Away,W,1.0,0.0,cy Cyprus,,2100.0,Aleksandar Mitrović,3-4-3,Marco Di Bello,Match Report,,,,0,1,,1,Serbia
165,2024-06-04,20:45,Friendlies (M),Friendlies (M),Tue,Away,L,1.0,2.0,at Austria,,37800.0,Dušan Tadić,4-2-3-1,António Nobre,Match Report,,,,0,0,,0,Serbia
166,2023-03-23,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3.0,1.0,fi Finland,58.0,35851.0,Simon Kjær,4-3-1-2,Daniel Siebert,Match Report,,18.0,10.0,0,0,1.0,0,Denmark
167,2023-03-26,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,2.0,3.0,kz Kazakhstan,61.0,28697.0,Simon Kjær,4-3-3,Novak Simović,Match Report,,14.0,7.0,0,0,5.0,0,Denmark
168,2023-06-16,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,1.0,0.0,nir Northern Ireland,68.0,35701.0,Simon Kjær,4-2-3-1,Daniel Stefański,Match Report,,13.0,5.0,0,0,4.0,1,Denmark
169,2023-06-19,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,1.0,1.0,si Slovenia,63.0,14382.0,Simon Kjær,3-4-3,François Letexier,Match Report,,10.0,2.0,0,0,1.0,0,Denmark
170,2023-09-07,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,4.0,0.0,sm San Marino,85.0,36262.0,Simon Kjær,4-3-3,Vitālijs Spasjoņņikovs,Match Report,,32.0,6.0,0,0,0.0,1,Denmark
171,2023-09-10,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,1.0,0.0,fi Finland,64.0,32571.0,Kasper Schmeichel,4-2-3-1,Szymon Marciniak,Match Report,,16.0,6.0,0,0,0.0,1,Denmark
172,2023-10-14,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3.0,1.0,kz Kazakhstan,64.0,35845.0,Simon Kjær,3-4-1-2,Michael Oliver,Match Report,,18.0,4.0,0,0,0.0,0,Denmark
173,2023-10-17,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,2.0,1.0,sm San Marino,82.0,2984.0,Simon Kjær,4-3-3,Viktor Kopievskii,Match Report,,10.0,3.0,0,0,0.0,0,Denmark
174,2023-11-17,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2.0,1.0,si Slovenia,66.0,35608.0,Kasper Schmeichel,5-3-2,Sánchez Santos,Match Report,,12.0,8.0,0,0,0.0,0,Denmark
175,2023-11-20,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,0.0,2.0,nir Northern Ireland,80.0,17366.0,Kasper Schmeichel,4-3-3,Jérôme Brisard,Match Report,,14.0,3.0,0,0,0.0,0,Denmark
176,2024-03-23,20:00,Friendlies (M),Friendlies (M),Sat,Home,D,0.0,0.0,ch Switzerland,,30731.0,Simon Kjær,3-4-1-2,Allard Lindhout,Match Report,,,,0,0,,1,Denmark
177,2024-03-26,20:15,Friendlies (M),Friendlies (M),Tue,Home,W,2.0,0.0,fo Faroe Islands,,17332.0,Pierre Højbjerg,4-1-4-1,Philip Farrugia,Match Report,,,,0,0,,1,Denmark
178,2023-03-25,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,2.0,0.0,ad Andorra,71.0,2927.0,Nicolae Stanciu,4-1-4-1,Dario Bel,Match Report,,12.0,4.0,0,0,1.0,1,Romania
179,2023-03-28,21:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2.0,1.0,by Belarus,52.0,27837.0,Nicolae Stanciu,4-3-3,Allard Lindhout,Match Report,,20.0,3.0,0,0,4.0,0,Romania
180,2023-06-16,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,D,0.0,0.0,xk Kosovo,40.0,11000.0,Nicolae Stanciu,4-3-3,Danny Makkelie,Match Report,,16.0,3.0,0,0,4.0,1,Romania
181,2023-06-19,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,2.0,2.0,ch Switzerland,28.0,14400.0,Nicolae Stanciu,3-4-3,Daniele Orsato,Match Report,,6.0,3.0,0,0,4.0,0,Romania
182,2023-09-09,21:45,UEFA Euro Qualifying,Group stage,Sat,Home,D,1.0,1.0,il Israel,38.0,49193.0,Nicolae Stanciu,4-2-3-1,Slavko Vinčič,Match Report,,8.0,3.0,0,0,4.0,0,Romania
183,2023-09-12,21:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2.0,0.0,xk Kosovo,72.0,29982.0,Nicolae Stanciu,4-1-4-1,Willy Delajod,Match Report,,21.0,8.0,0,1,3.0,1,Romania
184,2023-10-12,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,D,0.0,0.0,by Belarus,68.0,,Nicolae Stanciu,4-1-4-1,Espen Eskås,Match Report,,19.0,5.0,0,0,2.0,1,Romania
185,2023-10-15,21:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,4.0,0.0,ad Andorra,79.0,21723.0,Nicolae Stanciu,4-2-3-1,Kristo Tohver,Match Report,,17.0,9.0,1,1,0.0,1,Romania
186,2023-11-18,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,2.0,1.0,il Israel,35.0,2921.0,Nicolae Stanciu,4-2-3-1,François Letexier,Match Report,,18.0,8.0,0,0,4.0,0,Romania
187,2023-11-21,21:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,1.0,0.0,ch Switzerland,36.0,50224.0,Nicolae Stanciu,4-1-4-1,Davide Massa,Match Report,,9.0,4.0,0,0,4.0,1,Romania
188,2024-03-22,21:45,Friendlies (M),Friendlies (M),Fri,Home,D,1.0,1.0,nir Northern Ireland,,30439.0,Nicolae Stanciu,4-1-4-1,Kristoffer Karlsson,Match Report,,,,0,0,,0,Romania
189,2024-03-26,20:30,Friendlies (M),Friendlies (M),Tue,Neutral,L,2.0,3.0,co Colombia,,,Nicolae Stanciu,4-1-4-1,Alejandro Muñíz,Match Report,,,,0,0,,0,Romania
190,2024-06-04,21:30,Friendlies (M),Friendlies (M),Tue,Home,D,0.0,0.0,bg Bulgaria,,19000.0,Nicolae Stanciu,4-1-4-1,Atilla Karaoğlan,Match Report,,,,0,1,,0,Romania
191,2023-03-25,18:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,5.0,0.0,by Belarus,71.0,,Granit Xhaka,4-3-2-1,Alejandro Hernández,Match Report,,14.0,6.0,0,0,1.0,1,Switzerland
192,2023-03-28,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3.0,0.0,il Israel,69.0,14819.0,Granit Xhaka,4-3-2-1,Nikola Dabanović,Match Report,,16.0,9.0,0,0,1.0,1,Switzerland
193,2023-06-16,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,2.0,1.0,ad Andorra,85.0,2490.0,Granit Xhaka,4-3-3,Balázs Berke,Match Report,,13.0,8.0,0,0,1.0,0,Switzerland
194,2023-06-19,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,2.0,2.0,ro Romania,73.0,14400.0,Granit Xhaka,4-3-3,Daniele Orsato,Match Report,,17.0,6.0,0,0,1.0,0,Switzerland
195,2023-09-09,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,D,2.0,2.0,xk Kosovo,66.0,12700.0,Granit Xhaka,4-3-3,Jakob Kehlet,Match Report,,13.0,4.0,0,0,3.0,0,Switzerland
196,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3.0,0.0,ad Andorra,84.0,9000.0,Granit Xhaka,3-4-1-2,Elçin Məsiyev,Match Report,,22.0,3.0,1,1,0.0,1,Switzerland
197,2023-10-15,18:00,UEFA Euro Qualifying,Group stage,Sun,Home,D,3.0,3.0,by Belarus,78.0,17000.0,Granit Xhaka,4-2-3-1,João Pinheiro,Match Report,,24.0,7.0,0,0,0.0,0,Switzerland
198,2023-11-15,21:45,UEFA Euro Qualifying,Group stage,Wed,Away,D,1.0,1.0,il Israel,50.0,2024.0,Granit Xhaka,4-3-3,Anthony Taylor,Match Report,,16.0,8.0,0,0,1.0,0,Switzerland
199,2023-11-18,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,D,1.0,1.0,xk Kosovo,77.0,33000.0,Granit Xhaka,4-3-3,António Nobre,Match Report,,17.0,5.0,0,0,2.0,0,Switzerland
200,2023-11-21,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0.0,1.0,ro Romania,64.0,50224.0,Granit Xhaka,4-3-3,Davide Massa,Match Report,,11.0,4.0,0,0,3.0,0,Switzerland
201,2024-03-23,20:00,Friendlies (M),Friendlies (M),Sat,Away,D,0.0,0.0,dk Denmark,,30731.0,Granit Xhaka,3-5-2,Allard Lindhout,Match Report,,,,0,0,,2,Switzerland
202,2024-03-26,19:45,Friendlies (M),Friendlies (M),Tue,Away,W,1.0,0.0,ie Rep. of Ireland,,35742.0,Granit Xhaka,3-4-3,Paweł Raczkowski,Match Report,,,,0,0,,1,Switzerland
203,2024-06-04,20:15,Friendlies (M),Friendlies (M),Tue,Home,W,4.0,0.0,ee Estonia,,14473.0,Granit Xhaka,3-4-3,Kyriakos Athanasiou,Match Report,,,,1,1,,1,Switzerland
204,2023-03-23,19:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,4.0,0.0,li Liechtenstein,82.0,45378.0,Cristiano Ronaldo,3-1-4-2,Espen Andreas Eskås,Match Report,,35.0,11.0,1,1,1.0,1,Portugal
205,2023-03-26,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,6.0,0.0,lu Luxembourg,62.0,9231.0,Cristiano Ronaldo,3-4-3,Radu Petrescu,Match Report,,14.0,8.0,0,1,1.0,1,Portugal
206,2023-06-17,19:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3.0,0.0,ba Bosnia & Herz'na,62.0,55058.0,Cristiano Ronaldo,3-4-3,Davide Massa,Match Report,,10.0,5.0,0,0,3.0,1,Portugal
207,2023-06-20,18:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,1.0,0.0,is Iceland,72.0,9517.0,Cristiano Ronaldo,5-3-2,Daniel Siebert,Match Report,,11.0,3.0,0,0,1.0,1,Portugal
208,2023-09-08,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,1.0,0.0,sk Slovakia,56.0,21473.0,Cristiano Ronaldo,4-3-3,Glenn Nyberg,Match Report,,12.0,7.0,0,0,2.0,1,Portugal
209,2023-09-11,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,9.0,0.0,lu Luxembourg,66.0,18932.0,Bernardo Silva,4-2-3-1,John Brooks,Match Report,,22.0,10.0,0,0,1.0,1,Portugal
210,2023-10-13,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,3.0,2.0,sk Slovakia,58.0,46601.0,Cristiano Ronaldo,4-1-3-2,Tasos Sidiropoulos,Match Report,,25.0,12.0,1,1,2.0,0,Portugal
211,2023-10-16,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,5.0,0.0,ba Bosnia & Herz'na,68.0,13047.0,Cristiano Ronaldo,4-4-1-1,Halil Umut Meler,Match Report,,9.0,6.0,1,1,0.0,1,Portugal
212,2023-11-16,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2.0,0.0,li Liechtenstein,84.0,5749.0,Cristiano Ronaldo,3-4-3,Mohammed Al Hakim,Match Report,,29.0,8.0,0,0,1.0,1,Portugal
213,2023-11-19,19:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,2.0,0.0,is Iceland,74.0,45655.0,Cristiano Ronaldo,4-3-3,Anastasios Papapetrou,Match Report,,23.0,11.0,0,0,4.0,1,Portugal
214,2024-03-21,19:45,Friendlies (M),Friendlies (M),Thu,Home,W,5.0,2.0,se Sweden,,27532.0,Pepe,4-3-3,Ricardo de Burgos,Match Report,,,,0,0,,0,Portugal
215,2024-03-26,20:45,Friendlies (M),Friendlies (M),Tue,Away,L,0.0,2.0,si Slovenia,,16432.0,Cristiano Ronaldo,3-4-3,Irfan Peljto,Match Report,,,,0,0,,0,Portugal
216,2024-06-04,19:45,Friendlies (M),Friendlies (M),Tue,Home,W,4.0,2.0,fi Finland,,19834.0,Rúben Dias,4-1-4-1,Christian-Petru Ciochirca,Match Report,,,,1,1,,0,Portugal
217,2023-03-23,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,D,0.0,0.0,lu Luxembourg,52.0,3523.0,Juraj Kucka,4-3-3,Rade Obrenović,Match Report,,18.0,3.0,0,0,2.0,1,Slovakia
218,2023-03-26,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,2.0,0.0,ba Bosnia & Herz'na,45.0,6052.0,Juraj Kucka,4-3-3,Marco Di Bello,Match Report,,14.0,4.0,0,0,1.0,1,Slovakia
219,2023-06-17,18:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,2.0,1.0,is Iceland,52.0,7555.0,Marek Hamšík,4-3-3,Don Robertson,Match Report,,14.0,4.0,0,0,2.0,0,Slovakia
220,2023-06-20,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,1.0,0.0,li Liechtenstein,76.0,2316.0,Marek Hamšík,4-3-3,Igal Frid,Match Report,,21.0,4.0,0,0,4.0,1,Slovakia
221,2023-09-08,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,0.0,1.0,pt Portugal,44.0,21473.0,Milan Škriniar,4-3-3,Glenn Nyberg,Match Report,,10.0,2.0,0,0,6.0,0,Slovakia
222,2023-09-11,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3.0,0.0,li Liechtenstein,80.0,13679.0,Milan Škriniar,4-3-3,Sander van der Eijk,Match Report,,13.0,5.0,0,0,0.0,1,Slovakia
223,2023-10-13,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,2.0,3.0,pt Portugal,42.0,46601.0,Milan Škriniar,4-3-3,Tasos Sidiropoulos,Match Report,,9.0,3.0,0,0,9.0,0,Slovakia
224,2023-10-16,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,1.0,0.0,lu Luxembourg,47.0,9386.0,Milan Škriniar,4-3-3,José Sánchez,Match Report,,8.0,2.0,0,0,3.0,1,Slovakia
225,2023-11-16,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,4.0,2.0,is Iceland,57.0,21548.0,Milan Škriniar,4-3-3,Craig Pawson,Match Report,,17.0,8.0,1,1,0.0,0,Slovakia
226,2023-11-19,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2.0,1.0,ba Bosnia & Herz'na,57.0,3800.0,Milan Škriniar,4-3-3,Julian Weinberger,Match Report,,10.0,3.0,0,0,2.0,0,Slovakia
227,2024-03-23,18:00,Friendlies (M),Friendlies (M),Sat,Home,L,0.0,2.0,at Austria,,9912.0,Juraj Kucka,4-1-4-1,Trustin Farrugia Cann,Match Report,,,,0,0,,0,Slovakia
228,2024-03-26,19:00,Friendlies (M),Friendlies (M),Tue,Away,D,1.0,1.0,no Norway,,9099.0,Juraj Kucka,4-1-4-1,Giorgi Kruashvili,Match Report,,,,0,0,,0,Slovakia
