,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,pk,pkatt,saves,cs,nation,venue_num,target,gf_rolling,ga_rolling,sh_rolling,sot_rolling,pk_rolling,pkatt_rolling,saves_rolling,cs_rolling
86,2020-11-18,19:45,UEFA Nations League,League A,Wed,Home,W,4.0,0.0,Iceland,78.0,,Harry Kane,3-5-2,Fábio Veríssimo,Match Report,,25.0,10.0,0,0,0,1,England,1,3,0.6666666666666666,1.3333333333333333,13.333333333333334,3.6666666666666665,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0
247,2021-03-25,19:45,WCQ,First round,Thu,Home,W,5.0,0.0,San Marino,85.0,,Raheem Sterling,4-2-3-1,Kirill Levnikov,Match Report,,32.0,15.0,0,0,0,1,England,1,3,1.3333333333333333,1.0,18.666666666666668,6.0,0.0,0.0,1.3333333333333333,0.3333333333333333
17,2021-03-25,19:45,WCQ,First round,Thu,Home,W,5.0,0.0,San Marino,85.0,,Raheem Sterling,4-2-3-1,Kirill Levnikov,Match Report,,32.0,15.0,0,0,0,1,England,1,3,3.0,0.6666666666666666,24.333333333333332,9.333333333333334,0.0,0.0,0.3333333333333333,0.6666666666666666
18,2021-03-28,18:00,WCQ,First round,Sun,Away,W,2.0,0.0,Albania,71.0,200.0,Harry Kane,4-3-3,Orel Grinfeeld,Match Report,,9.0,4.0,0,0,0,1,England,2,3,4.666666666666667,0.0,29.666666666666668,13.333333333333334,0.0,0.0,0.0,1.0
248,2021-03-28,18:00,WCQ,First round,Sun,Away,W,2.0,0.0,Albania,71.0,200.0,Harry Kane,4-3-3,Orel Grinfeeld,Match Report,,9.0,4.0,0,0,0,1,England,2,3,4.0,0.0,24.333333333333332,11.333333333333334,0.0,0.0,0.0,1.0
19,2021-03-31,19:45,WCQ,First round,Wed,Home,W,2.0,1.0,Poland,63.0,,Harry Kane,4-3-3,Björn Kuipers,Match Report,,10.0,4.0,1,1,0,0,England,1,3,3.0,0.0,16.666666666666668,7.666666666666667,0.0,0.0,0.0,1.0
249,2021-03-31,19:45,WCQ,First round,Wed,Home,W,2.0,1.0,Poland,63.0,,Harry Kane,4-3-3,Björn Kuipers,Match Report,,10.0,4.0,1,1,0,0,England,1,3,2.0,0.3333333333333333,9.333333333333334,4.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666
10,2021-06-13,14:00,UEFA Euro,Group stage,Sun,Neutral,W,1.0,0.0,Croatia,49.0,18497.0,Harry Kane,4-3-3,Daniele Orsato,Match Report,,8.0,2.0,0,0,2,1,England,3,3,2.0,0.6666666666666666,9.666666666666666,4.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333
11,2021-06-18,20:00,UEFA Euro,Group stage,Fri,Neutral,D,0.0,0.0,Scotland,60.0,20306.0,Harry Kane,4-3-3,Antonio Matéu Lahoz,Match Report,,9.0,1.0,0,0,1,1,England,3,2,1.6666666666666667,0.6666666666666666,9.333333333333334,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
12,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,W,1.0,0.0,Czechia,56.0,19104.0,Harry Kane,4-2-3-1,Artur Soares Dias,Match Report,,5.0,3.0,0,0,1,1,England,3,3,1.0,0.3333333333333333,9.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
13,2021-06-29,17:00,UEFA Euro,Round of 16,Tue,Neutral,W,2.0,0.0,Germany,46.0,41973.0,Harry Kane,3-4-3,Danny Makkelie,Match Report,,5.0,4.0,0,0,3,1,England,3,3,0.6666666666666666,0.0,7.333333333333333,2.0,0.0,0.0,1.3333333333333333,1.0
14,2021-07-03,21:00,UEFA Euro,Quarter-finals,Sat,Away,W,4.0,0.0,Ukraine,52.0,11880.0,Harry Kane,4-2-3-1,Felix Brych,Match Report,,10.0,6.0,0,0,2,1,England,2,3,1.0,0.0,6.333333333333333,2.6666666666666665,0.0,0.0,1.6666666666666667,1.0
15,2021-07-07,20:00,UEFA Euro,Semi-finals,Wed,Home,W,2.0,1.0,Denmark,58.0,64950.0,Harry Kane,4-2-3-1,Danny Makkelie,Match Report,Required Extra Time,19.0,9.0,0,1,2,0,England,1,3,2.3333333333333335,0.0,6.666666666666667,4.333333333333333,0.0,0.0,2.0,1.0
16,2021-07-11,20:00,UEFA Euro,Final,Sun,Neutral,L,1.5,2.0,Italy,35.0,67173.0,Harry Kane,3-4-3,Björn Kuipers,Match Report,Italy won on penalty kicks following extra time,6.0,2.0,0,0,5,0,England,3,1,2.6666666666666665,0.3333333333333333,11.333333333333334,6.333333333333333,0.0,0.3333333333333333,2.3333333333333335,0.6666666666666666
20,2021-09-02,20:45,WCQ,First round,Thu,Away,W,4.0,0.0,Hungary,64.0,58260.0,Harry Kane,4-2-3-1,Cüneyt Çakιr,Match Report,,12.0,8.0,0,0,1,1,England,2,3,2.5,1.0,11.666666666666666,5.666666666666667,0.0,0.3333333333333333,3.0,0.3333333333333333
250,2021-09-02,20:45,WCQ,First round,Thu,Away,W,4.0,0.0,Hungary,64.0,58260.0,Harry Kane,4-2-3-1,Cüneyt Çakιr,Match Report,,12.0,8.0,0,0,1,1,England,2,3,2.5,1.0,12.333333333333334,6.333333333333333,0.0,0.3333333333333333,2.6666666666666665,0.3333333333333333
251,2021-09-05,17:00,WCQ,First round,Sun,Home,W,4.0,0.0,Andorra,88.0,67171.0,Jordan Henderson,4-3-3,Anastasios Papapetrou,Match Report,,20.0,6.0,1,1,1,1,England,1,3,3.1666666666666665,0.6666666666666666,10.0,6.0,0.0,0.0,2.3333333333333335,0.6666666666666666
21,2021-09-05,17:00,WCQ,First round,Sun,Home,W,4.0,0.0,Andorra,88.0,67171.0,Jordan Henderson,4-3-3,Anastasios Papapetrou,Match Report,,20.0,6.0,1,1,1,1,England,1,3,4.0,0.0,14.666666666666666,7.333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0
252,2021-09-08,20:45,WCQ,First round,Wed,Away,D,1.0,1.0,Poland,63.0,56212.0,Harry Kane,4-2-3-1,Daniel Siebert,Match Report,,13.0,2.0,0,0,3,0,England,2,2,4.0,0.0,17.333333333333332,6.666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0
22,2021-09-08,20:45,WCQ,First round,Wed,Away,D,1.0,1.0,Poland,63.0,56212.0,Harry Kane,4-2-3-1,Daniel Siebert,Match Report,,13.0,2.0,0,0,3,0,England,2,2,3.0,0.3333333333333333,17.666666666666668,4.666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666
253,2021-10-09,20:45,WCQ,First round,Sat,Away,W,5.0,0.0,Andorra,86.0,2285.0,Kieran Trippier,4-3-3,Kateryna Monzul,Match Report,,17.0,8.0,0,1,0,1,England,2,3,2.0,0.6666666666666666,15.333333333333334,3.3333333333333335,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.3333333333333333
23,2021-10-09,20:45,WCQ,First round,Sat,Away,W,5.0,0.0,Andorra,86.0,2285.0,Kieran Trippier,4-3-3,Kateryna Monzul,Match Report,,17.0,8.0,0,1,0,1,England,2,3,2.3333333333333335,0.6666666666666666,14.333333333333334,4.0,0.0,0.3333333333333333,2.0,0.3333333333333333
254,2021-10-12,19:45,WCQ,First round,Tue,Home,D,1.0,1.0,Hungary,64.0,69380.0,Harry Kane,4-3-3,Alejandro Hernández,Match Report,,11.0,5.0,0,0,0,0,England,1,2,3.6666666666666665,0.3333333333333333,15.666666666666666,6.0,0.0,0.6666666666666666,1.0,0.6666666666666666
24,2021-10-12,19:45,WCQ,First round,Tue,Home,D,1.0,1.0,Hungary,64.0,69380.0,Harry Kane,4-3-3,Alejandro Hernández,Match Report,,11.0,5.0,0,0,0,0,England,1,2,3.6666666666666665,0.3333333333333333,15.0,7.0,0.0,0.6666666666666666,0.0,0.6666666666666666
255,2021-11-12,19:45,WCQ,First round,Fri,Home,W,5.0,0.0,Albania,64.0,80366.0,Harry Kane,3-4-3,Ruddy Buquet,Match Report,,15.0,6.0,0,0,4,1,England,1,3,2.3333333333333335,0.6666666666666666,13.0,6.0,0.0,0.3333333333333333,0.0,0.3333333333333333
25,2021-11-12,19:45,WCQ,First round,Fri,Home,W,5.0,0.0,Albania,64.0,80366.0,Harry Kane,3-4-3,Ruddy Buquet,Match Report,,15.0,6.0,0,0,4,1,England,1,3,2.3333333333333335,0.6666666666666666,12.333333333333334,5.333333333333333,0.0,0.0,1.3333333333333333,0.3333333333333333
256,2021-11-15,20:45,WCQ,First round,Mon,Away,W,10.0,0.0,San Marino,85.0,,Harry Kane,4-3-3,Rade Obrenović,Match Report,,22.0,13.0,2,2,1,1,England,2,3,3.6666666666666665,0.3333333333333333,13.666666666666666,5.666666666666667,0.0,0.0,2.6666666666666665,0.6666666666666666
26,2021-11-15,20:45,WCQ,First round,Mon,Away,W,10.0,0.0,San Marino,85.0,,Harry Kane,4-3-3,Rade Obrenović,Match Report,,22.0,13.0,2,2,1,1,England,2,3,6.666666666666667,0.0,17.333333333333332,8.333333333333334,0.6666666666666666,0.6666666666666666,3.0,1.0
112,2022-06-04,18:00,UEFA Nations League,League A,Sat,Away,L,0.0,1.0,Hungary,58.0,26935.0,Harry Kane,3-4-3,Artur Dias,Match Report,,12.0,4.0,0,0,4,0,England,2,1,8.333333333333334,0.0,19.666666666666668,10.666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.0
113,2022-06-07,20:45,UEFA Nations League,League A,Tue,Away,D,1.0,1.0,Germany,37.0,66289.0,Harry Kane,4-2-3-1,Carlos del Cerro,Match Report,,15.0,6.0,0,0,5,0,England,2,2,6.666666666666667,0.3333333333333333,18.666666666666668,10.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666
114,2022-06-11,19:45,UEFA Nations League,League A,Sat,Home,D,0.0,0.0,Italy,59.0,1782.0,Tammy Abraham,4-2-3-1,Szymon Marciniak,Match Report,,12.0,4.0,0,0,3,1,England,1,2,3.6666666666666665,0.6666666666666666,16.333333333333332,7.666666666666667,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.3333333333333333
115,2022-06-14,19:45,UEFA Nations League,League A,Tue,Home,L,0.0,4.0,Hungary,69.0,28839.0,Harry Kane,4-3-3,Clément Turpin,Match Report,,10.0,2.0,0,0,1,0,England,1,1,0.3333333333333333,0.6666666666666666,13.0,4.666666666666667,0.0,0.0,4.0,0.3333333333333333
116,2022-09-23,20:45,UEFA Nations League,League A,Fri,Away,L,0.0,1.0,Italy,56.0,50640.0,Harry Kane,4-2-3-1,Jesús Gil,Match Report,,14.0,4.0,0,0,2,0,England,2,1,0.3333333333333333,1.6666666666666667,12.333333333333334,4.0,0.0,0.0,3.0,0.3333333333333333
117,2022-09-26,19:45,UEFA Nations League,League A,Mon,Home,D,3.0,3.0,Germany,41.0,78949.0,Harry Kane,3-4-3,Danny Makkelie,Match Report,,13.0,8.0,1,1,1,0,England,1,2,0.0,1.6666666666666667,12.0,3.3333333333333335,0.0,0.0,2.0,0.3333333333333333
29,2022-11-21,16:00,World Cup,Group stage,Mon,Neutral,W,6.0,2.0,IR Iran,77.0,45334.0,Harry Kane,4-2-3-1,Raphael Claus,Match Report,,13.0,7.0,0,0,1,0,England,3,3,1.0,2.6666666666666665,12.333333333333334,4.666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0
259,2022-11-21,16:00,World Cup,Group stage,Mon,Neutral,W,6.0,2.0,IR Iran,77.0,45334.0,Harry Kane,4-2-3-1,Raphael Claus,Match Report,,13.0,7.0,0,0,1,0,England,3,3,3.0,2.0,13.333333333333334,6.333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.0
260,2022-11-25,22:00,World Cup,Group stage,Fri,Neutral,D,0.0,0.0,United States,55.0,68463.0,Harry Kane,4-2-3-1,Jesús Valenzuela,Match Report,,8.0,3.0,0,0,1,1,England,3,2,5.0,2.3333333333333335,13.0,7.333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0
30,2022-11-25,22:00,World Cup,Group stage,Fri,Neutral,D,0.0,0.0,United States,55.0,68463.0,Harry Kane,4-2-3-1,Jesús Valenzuela,Match Report,,8.0,3.0,0,0,1,1,England,3,2,4.0,1.3333333333333333,11.333333333333334,5.666666666666667,0.0,0.0,1.0,0.3333333333333333
31,2022-11-29,22:00,World Cup,Group stage,Tue,Neutral,W,3.0,0.0,Wales,64.0,44297.0,Harry Kane,4-3-3,Slavko Vinčič,Match Report,,18.0,7.0,0,0,1,1,England,3,3,2.0,0.6666666666666666,9.666666666666666,4.333333333333333,0.0,0.0,1.0,0.6666666666666666
261,2022-11-29,22:00,World Cup,Group stage,Tue,Neutral,W,3.0,0.0,Wales,64.0,44297.0,Harry Kane,4-3-3,Slavko Vinčič,Match Report,,18.0,7.0,0,0,1,1,England,3,3,1.0,0.0,11.333333333333334,4.333333333333333,0.0,0.0,1.0,1.0
262,2022-12-04,22:00,World Cup,Round of 16,Sun,Neutral,W,3.0,0.0,Senegal,61.0,65985.0,Harry Kane,4-3-3,Iván Barton,Match Report,,8.0,4.0,0,0,1,1,England,3,3,2.0,0.0,14.666666666666666,5.666666666666667,0.0,0.0,1.0,1.0
32,2022-12-04,22:00,World Cup,Round of 16,Sun,Neutral,W,3.0,0.0,Senegal,61.0,65985.0,Harry Kane,4-3-3,Iván Barton,Match Report,,8.0,4.0,0,0,1,1,England,3,3,3.0,0.0,14.666666666666666,6.0,0.0,0.0,1.0,1.0
263,2022-12-10,22:00,World Cup,Quarter-finals,Sat,Neutral,L,1.0,2.0,France,57.0,68895.0,Harry Kane,4-3-3,Wilton Sampaio,Match Report,,14.0,6.0,1,2,3,0,England,3,1,3.0,0.0,11.333333333333334,5.0,0.0,0.0,1.0,1.0
33,2022-12-10,22:00,World Cup,Quarter-finals,Sat,Neutral,L,1.0,2.0,France,57.0,68895.0,Harry Kane,4-3-3,Wilton Sampaio,Match Report,,14.0,6.0,1,2,3,0,England,3,1,2.3333333333333335,0.6666666666666666,10.0,4.666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666
51,2023-03-23,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2.0,1.0,Italy,42.0,44536.0,Harry Kane,4-3-3,Srđan Jovanović,Match Report,,7.0,4.0,1,1,0,0,England,2,3,1.6666666666666667,1.3333333333333333,12.0,5.333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.3333333333333333
52,2023-03-26,17:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,2.0,0.0,Ukraine,58.0,83947.0,Harry Kane,4-3-3,Serdar Gözübüyük,Match Report,,18.0,8.0,0,0,0,1,England,1,3,1.3333333333333333,1.6666666666666667,11.666666666666666,5.333333333333333,1.0,1.6666666666666667,2.0,0.0
53,2023-06-16,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4.0,0.0,Malta,66.0,16277.0,Harry Kane,4-3-3,Igor Pajač,Match Report,,16.0,8.0,2,2,0,1,England,2,3,1.6666666666666667,1.0,13.0,6.0,0.6666666666666666,1.0,1.0,0.3333333333333333
54,2023-06-19,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,7.0,0.0,N. Macedonia,67.0,70708.0,Harry Kane,4-3-3,István Kovács,Match Report,,14.0,10.0,1,1,0,1,England,1,3,2.6666666666666665,0.3333333333333333,13.666666666666666,6.666666666666667,1.0,1.0,0.0,0.6666666666666666
55,2023-09-09,19:00,UEFA Euro Qualifying,Group stage,Sat,Away,D,1.0,1.0,Ukraine,68.0,39000.0,Harry Kane,4-3-3,Georgi Kabakov,Match Report,,11.0,4.0,0,0,0,0,England,2,2,4.333333333333333,0.0,16.0,8.666666666666666,1.0,1.0,0.0,1.0
56,2023-10-17,19:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3.0,1.0,Italy,51.0,83194.0,Harry Kane,4-2-3-1,Clément Turpin,Match Report,,9.0,6.0,1,1,3,0,England,1,3,4.0,0.3333333333333333,13.666666666666666,7.333333333333333,1.0,1.0,0.0,0.6666666666666666
57,2023-11-17,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2.0,0.0,Malta,75.0,81388.0,Harry Kane,4-3-3,Luís Godinho,Match Report,,11.0,3.0,0,0,0,1,England,1,3,3.6666666666666665,0.6666666666666666,11.333333333333334,6.666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333
58,2023-11-20,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,1.0,1.0,N. Macedonia,75.0,27982.0,Kyle Walker,4-2-3-1,Filip Glova,Match Report,,16.0,2.0,0,0,1,0,England,2,2,2.0,0.6666666666666666,10.333333333333334,4.333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
269,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,4.0,0.0,Andorra,86.0,3187.0,Hugo Lloris,4-2-3-1,Fran Jović,Match Report,,21.0,10.0,0,0,1,1,France,2,3,2.6666666666666665,1.0,12.0,5.0,0.0,0.0,2.6666666666666665,0.3333333333333333
270,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,4.0,1.0,Albania,72.0,77655.0,Hugo Lloris,4-2-3-1,Jesús Gil,Match Report,,13.0,5.0,0,1,0,0,France,1,3,2.6666666666666665,0.6666666666666666,13.333333333333334,5.0,0.0,0.0,3.0,0.6666666666666666
271,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3.0,0.0,Andorra,84.0,55383.0,Hugo Lloris,4-2-3-1,Mykola Balakin,Match Report,,31.0,12.0,0,1,0,1,France,1,3,2.6666666666666665,1.0,12.666666666666666,5.0,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333
272,2019-10-11,18:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,1.0,0.0,Iceland,71.0,9719.0,Raphaël Varane,4-3-3,Gianluca Rocchi,Match Report,,22.0,6.0,1,1,1,1,France,2,3,3.6666666666666665,0.3333333333333333,21.666666666666668,9.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666
273,2019-10-14,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,1.0,1.0,Türkiye,64.0,72154.0,Raphaël Varane,4-2-3-1,Felix Brych,Match Report,,23.0,9.0,0,0,0,0,France,1,2,2.6666666666666665,0.3333333333333333,22.0,7.666666666666667,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666
274,2019-11-14,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2.0,1.0,Moldova,77.0,64367.0,Raphaël Varane,4-2-3-1,Gediminas Mažeika,Match Report,,17.0,5.0,1,1,0,0,France,1,3,1.6666666666666667,0.3333333333333333,25.333333333333332,9.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666
275,2019-11-17,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2.0,0.0,Albania,57.0,19228.0,Raphaël Varane,3-4-1-2,Slavko Vinčič,Match Report,,9.0,5.0,0,0,0,1,France,2,3,1.3333333333333333,0.6666666666666666,20.666666666666668,6.666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333
87,2020-09-05,20:45,UEFA Nations League,League A,Sat,Away,W,1.0,0.0,Sweden,49.0,,Hugo Lloris,3-4-1-2,Szymon Marciniak,Match Report,,7.0,1.0,0,1,3,1,France,2,3,1.6666666666666667,0.6666666666666666,16.333333333333332,6.333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
88,2020-09-08,20:45,UEFA Nations League,League A,Tue,Home,W,4.0,2.0,Croatia,43.0,,Hugo Lloris,3-4-1-2,Ovidiu Hațegan,Match Report,,13.0,6.0,1,1,2,0,France,1,3,1.6666666666666667,0.3333333333333333,11.0,3.6666666666666665,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666
89,2020-10-11,20:45,UEFA Nations League,League A,Sun,Home,D,0.0,0.0,Portugal,50.0,1000.0,Hugo Lloris,4-2-1-1-2,Carlos del Cerro,Match Report,,10.0,3.0,0,0,3,1,France,1,2,2.3333333333333335,0.6666666666666666,9.666666666666666,4.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666
90,2020-10-14,20:45,UEFA Nations League,League A,Wed,Away,W,2.0,1.0,Croatia,48.0,6266.0,Hugo Lloris,4-3-1-2,Björn Kuipers,Match Report,,5.0,3.0,0,0,3,0,France,2,3,1.6666666666666667,0.6666666666666666,10.0,3.3333333333333335,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666
91,2020-11-14,19:45,UEFA Nations League,League A,Sat,Away,W,1.0,0.0,Portugal,50.0,,Hugo Lloris,4-3-3,Tobias Stieler,Match Report,,13.0,7.0,0,0,6,1,France,2,3,2.0,1.0,9.333333333333334,4.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.3333333333333333
92,2020-11-17,20:45,UEFA Nations League,League A,Tue,Home,W,4.0,2.0,Sweden,52.0,,Hugo Lloris,4-4-2,Aliaksei Kulbakou,Match Report,,16.0,8.0,0,0,0,0,France,1,3,1.0,0.3333333333333333,9.333333333333334,4.333333333333333,0.0,0.0,4.0,0.6666666666666666
52,2021-03-24,20:45,WCQ,First round,Wed,Home,D,1.0,1.0,Ukraine,63.0,,Hugo Lloris,4-2-2-2,Tobias Stieler,Match Report,,18.0,3.0,0,0,0,0,France,1,2,2.3333333333333335,1.0,11.333333333333334,6.0,0.0,0.0,3.0,0.3333333333333333
193,2021-03-24,20:45,WCQ,First round,Wed,Home,D,1.0,1.0,Ukraine,63.0,,Hugo Lloris,4-2-2-2,Tobias Stieler,Match Report,,18.0,3.0,0,0,0,0,France,1,2,2.0,1.0,15.666666666666666,6.0,0.0,0.0,2.0,0.3333333333333333
53,2021-03-28,19:00,WCQ,First round,Sun,Away,W,2.0,0.0,Kazakhstan,63.0,,Hugo Lloris,4-2-3-1,Aliaksei Kulbakou,Match Report,,15.0,9.0,0,1,0,1,France,2,3,2.0,1.3333333333333333,17.333333333333332,4.666666666666667,0.0,0.0,0.0,0.0
194,2021-03-28,19:00,WCQ,First round,Sun,Away,W,2.0,0.0,Kazakhstan,63.0,,Hugo Lloris,4-2-3-1,Aliaksei Kulbakou,Match Report,,15.0,9.0,0,1,0,1,France,2,3,1.3333333333333333,0.6666666666666666,17.0,5.0,0.0,0.3333333333333333,0.0,0.3333333333333333
54,2021-03-31,20:45,WCQ,First round,Wed,Away,W,1.0,0.0,Bosnia & Herz'na,56.0,,Hugo Lloris,4-4-2,Daniele Orsato,Match Report,,13.0,2.0,0,0,2,1,France,2,3,1.6666666666666667,0.3333333333333333,16.0,7.0,0.0,0.6666666666666666,0.0,0.6666666666666666
195,2021-03-31,20:45,WCQ,First round,Wed,Away,W,1.0,0.0,Bosnia & Herz'na,56.0,,Hugo Lloris,4-4-2,Daniele Orsato,Match Report,,13.0,2.0,0,0,2,1,France,2,3,1.6666666666666667,0.0,14.333333333333334,6.666666666666667,0.0,0.6666666666666666,0.6666666666666666,1.0
278,2021-06-15,21:00,UEFA Euro,Group stage,Tue,Neutral,W,1.0,0.0,Germany,39.0,13000.0,Hugo Lloris,4-3-3,Carlos del Cerro,Match Report,,4.0,1.0,0,0,1,1,France,3,3,1.3333333333333333,0.0,13.666666666666666,4.333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.0
279,2021-06-19,15:00,UEFA Euro,Group stage,Sat,Neutral,D,1.0,1.0,Hungary,66.0,55998.0,Hugo Lloris,4-3-3,Michael Oliver,Match Report,,15.0,4.0,0,0,2,0,France,3,2,1.0,0.0,10.0,1.6666666666666667,0.0,0.0,1.6666666666666667,1.0
280,2021-06-23,21:00,UEFA Euro,Group stage,Wed,Neutral,D,2.0,2.0,Portugal,52.0,54886.0,Hugo Lloris,4-2-3-1,Antonio Matéu Lahoz,Match Report,,10.0,4.0,1,1,3,0,France,3,2,1.0,0.3333333333333333,10.666666666666666,2.3333333333333335,0.0,0.0,1.6666666666666667,0.6666666666666666
281,2021-06-28,22:00,UEFA Euro,Round of 16,Mon,Neutral,L,3.5,4.0,Switzerland,54.0,22642.0,Hugo Lloris,3-5-2,Fernando Rapallini,Match Report,Switzerland won on penalty kicks following extra time,26.0,8.0,0,0,1,0,France,3,1,1.3333333333333333,1.0,9.666666666666666,3.0,0.3333333333333333,0.3333333333333333,2.0,0.3333333333333333
196,2021-09-01,20:45,WCQ,First round,Wed,Home,D,1.0,1.0,Bosnia & Herz'na,54.0,21754.0,Hugo Lloris,4-3-3,Sandro Schärer,Match Report,,9.0,2.0,0,0,1,0,France,1,2,2.1666666666666665,2.3333333333333335,17.0,5.333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.0
55,2021-09-01,20:45,WCQ,First round,Wed,Home,D,1.0,1.0,Bosnia & Herz'na,54.0,21754.0,Hugo Lloris,4-3-3,Sandro Schärer,Match Report,,9.0,2.0,0,0,1,0,France,1,2,2.1666666666666665,2.3333333333333335,15.0,4.666666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0
197,2021-09-04,21:45,WCQ,First round,Sat,Away,D,1.0,1.0,Ukraine,62.0,48000.0,Hugo Lloris,4-4-2,Slavko Vinčič,Match Report,,16.0,5.0,0,0,2,0,France,2,2,1.8333333333333333,2.0,14.666666666666666,4.0,0.0,0.0,1.0,0.0
56,2021-09-04,21:45,WCQ,First round,Sat,Away,D,1.0,1.0,Ukraine,62.0,48000.0,Hugo Lloris,4-4-2,Slavko Vinčič,Match Report,,16.0,5.0,0,0,2,0,France,2,2,1.0,1.0,11.333333333333334,3.0,0.0,0.0,1.3333333333333333,0.0
198,2021-09-07,20:45,WCQ,First round,Tue,Home,W,2.0,0.0,Finland,64.0,57057.0,Hugo Lloris,5-2-1-2,Deniz Aytekin,Match Report,,20.0,6.0,0,0,1,1,France,1,3,1.0,1.0,13.666666666666666,4.0,0.0,0.0,1.6666666666666667,0.0
57,2021-09-07,20:45,WCQ,First round,Tue,Home,W,2.0,0.0,Finland,64.0,57057.0,Hugo Lloris,5-2-1-2,Deniz Aytekin,Match Report,,20.0,6.0,0,0,1,1,France,1,3,1.3333333333333333,0.6666666666666666,17.333333333333332,5.333333333333333,0.0,0.0,1.6666666666666667,0.3333333333333333
93,2021-10-07,20:45,UEFA Nations League,Semi-finals,Thu,Neutral,W,3.0,2.0,Belgium,49.0,12409.0,Hugo Lloris,3-4-3,Daniel Siebert,Match Report,,0.0,0.0,1,1,0,0,France,3,3,1.6666666666666667,0.3333333333333333,18.666666666666668,5.666666666666667,0.0,0.0,1.3333333333333333,0.6666666666666666
94,2021-10-10,20:45,UEFA Nations League,Final,Sun,Neutral,W,2.0,1.0,Spain,36.0,31511.0,Hugo Lloris,3-4-1-2,Anthony Taylor,Match Report,,0.0,0.0,0,0,0,0,France,3,3,2.3333333333333335,0.6666666666666666,13.333333333333334,4.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
58,2021-11-13,20:45,WCQ,First round,Sat,Home,W,8.0,0.0,Kazakhstan,66.0,45551.0,Hugo Lloris,3-4-1-2,Glenn Nyberg,Match Report,,20.0,14.0,1,1,3,1,France,1,3,2.3333333333333335,1.0,6.666666666666667,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
199,2021-11-13,20:45,WCQ,First round,Sat,Home,W,8.0,0.0,Kazakhstan,66.0,45551.0,Hugo Lloris,3-4-1-2,Glenn Nyberg,Match Report,,20.0,14.0,1,1,3,1,France,1,3,4.333333333333333,1.0,6.666666666666667,4.666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333
