,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,pk,pkatt,saves,cs,nation,venue_num,target,gf_rolling,ga_rolling,sh_rolling,sot_rolling,pk_rolling,pkatt_rolling,saves_rolling,cs_rolling
285,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2.0,0.0,Moldova,58.0,5004.0,Mërgim Mavraj,4-3-3,Ville Nevalainen,Match Report,,15.0,4.0,0,0,0,1,Albania,1,3,1.0,1.0,10.666666666666666,3.0,0.0,0.0,0.6666666666666666,0.3333333333333333
286,2019-09-07,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,1.0,4.0,France,28.0,77655.0,Mërgim Mavraj,3-4-1-2,Jesús Gil,Match Report,,3.0,1.0,1,1,1,0,Albania,2,1,1.6666666666666667,0.3333333333333333,11.666666666666666,3.3333333333333335,0.0,0.0,0.6666666666666666,0.6666666666666666
287,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,4.0,2.0,Iceland,60.0,8652.0,Elseid Hysaj,4-3-1-2,Ivan Kružliak,Match Report,,17.0,5.0,0,0,2,0,Albania,1,3,1.0,1.6666666666666667,8.666666666666666,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
288,2019-10-11,21:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0.0,1.0,Türkiye,41.0,41438.0,Ledian Memushaj,3-1-4-2,Ovidiu Hațegan,Match Report,,8.0,4.0,0,0,5,0,Albania,2,1,2.3333333333333335,2.0,11.666666666666666,3.3333333333333335,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
289,2019-10-14,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4.0,0.0,Moldova,69.0,4367.0,Amir Abrashi,4-3-3,Chris Kavanagh,Match Report,,15.0,7.0,0,0,1,1,Albania,2,3,1.6666666666666667,2.3333333333333335,9.333333333333334,3.3333333333333335,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.0
290,2019-11-14,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,D,2.0,2.0,Andorra,79.0,4260.0,Ledian Memushaj,3-1-4-2,Kristo Tohver,Match Report,,18.0,5.0,0,0,0,0,Albania,1,2,2.6666666666666665,1.0,13.333333333333334,5.333333333333333,0.0,0.0,2.6666666666666665,0.3333333333333333
291,2019-11-17,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,L,0.0,2.0,France,43.0,19228.0,Elseid Hysaj,5-3-2,Slavko Vinčič,Match Report,,9.0,0.0,0,0,3,0,Albania,1,1,2.0,1.0,13.666666666666666,5.333333333333333,0.0,0.0,2.0,0.3333333333333333
6,2020-09-04,21:45,UEFA Nations League,League C,Fri,Away,W,2.0,0.0,Belarus,50.0,,Elseid Hysaj,4-1-4-1,Kristoffer Karlsson,Match Report,,11.0,4.0,0,0,2,1,Albania,2,3,2.0,1.3333333333333333,14.0,4.0,0.0,0.0,1.3333333333333333,0.3333333333333333
7,2020-09-07,20:45,UEFA Nations League,League C,Mon,Home,L,0.0,1.0,Lithuania,57.0,,Elseid Hysaj,4-3-3,Serhiy Boiko,Match Report,,9.0,1.0,0,0,3,0,Albania,1,1,1.3333333333333333,1.3333333333333333,12.666666666666666,3.0,0.0,0.0,1.6666666666666667,0.3333333333333333
8,2020-10-11,19:00,UEFA Nations League,League C,Sun,Away,D,0.0,0.0,Kazakhstan,56.0,,Etrit Berisha,4-1-4-1,Dumitru Muntean,Match Report,,13.0,5.0,0,0,2,1,Albania,2,2,0.6666666666666666,1.0,9.666666666666666,1.6666666666666667,0.0,0.0,2.6666666666666665,0.3333333333333333
9,2020-10-14,19:00,UEFA Nations League,League C,Wed,Away,D,0.0,0.0,Lithuania,61.0,696.0,Etrit Berisha,4-2-3-1,Karim Abed,Match Report,,14.0,4.0,0,0,1,1,Albania,2,2,0.6666666666666666,0.3333333333333333,11.0,3.3333333333333335,0.0,0.0,2.3333333333333335,0.6666666666666666
10,2020-11-15,18:00,UEFA Nations League,League C,Sun,Home,W,3.0,1.0,Kazakhstan,60.0,,Etrit Berisha,3-4-3,Xavi Estrada,Match Report,,18.0,11.0,1,1,4,0,Albania,1,3,0.0,0.3333333333333333,12.0,3.3333333333333335,0.0,0.0,2.0,0.6666666666666666
11,2020-11-18,16:00,UEFA Nations League,League C,Wed,Home,W,3.0,2.0,Belarus,45.0,,Etrit Berisha,4-3-3,Radu Petrescu,Match Report,,10.0,4.0,1,1,2,0,Albania,1,3,1.0,0.3333333333333333,15.0,6.666666666666667,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666
24,2022-06-06,18:45,UEFA Nations League,League B,Mon,Away,D,1.0,1.0,Iceland,57.0,4033.0,Etrit Berisha,3-5-2,Craig Pawson,Match Report,,12.0,2.0,0,0,4,0,Albania,2,2,2.0,1.0,14.0,6.333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.3333333333333333
25,2022-06-10,20:45,UEFA Nations League,League B,Fri,Home,L,1.0,2.0,Israel,51.0,18100.0,Etrit Berisha,3-5-2,Tiago Martins,Match Report,,10.0,3.0,1,1,4,0,Albania,1,1,2.3333333333333335,1.3333333333333333,13.333333333333334,5.666666666666667,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.0
26,2022-09-24,21:45,UEFA Nations League,League B,Sat,Away,L,1.0,2.0,Israel,49.0,29200.0,Elseid Hysaj,3-5-2,Donatas Rumšas,Match Report,,9.0,4.0,0,0,2,0,Albania,2,1,1.6666666666666667,1.6666666666666667,10.666666666666666,3.0,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.0
27,2022-09-27,20:45,UEFA Nations League,League B,Tue,Home,D,1.0,1.0,Iceland,61.0,8800.0,Sokol Cikalleshi,4-3-3,Ricardo de Burgos,Match Report,,21.0,4.0,0,0,4,0,Albania,1,2,1.0,1.6666666666666667,10.333333333333334,3.0,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
93,2023-03-27,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,L,0.0,1.0,Poland,45.0,56227.0,Elseid Hysaj,4-1-4-1,Slavko Vinčič,Match Report,,7.0,3.0,0,0,3,0,Albania,2,1,1.0,1.6666666666666667,13.333333333333334,3.6666666666666665,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.0
94,2023-06-17,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2.0,0.0,Moldova,72.0,20944.0,Elseid Hysaj,4-1-4-1,Dennis Higler,Match Report,,12.0,5.0,0,0,1,1,Albania,1,3,0.6666666666666666,1.3333333333333333,12.333333333333334,3.6666666666666665,0.0,0.0,3.0,0.0
95,2023-06-20,19:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3.0,1.0,Faroe Islands,49.0,2507.0,Elseid Hysaj,4-2-3-1,Chrysovalantis Theouli,Match Report,,19.0,6.0,0,1,1,0,Albania,2,3,1.0,0.6666666666666666,13.333333333333334,4.0,0.0,0.0,2.6666666666666665,0.3333333333333333
96,2023-09-07,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,D,1.0,1.0,Czechia,43.0,18641.0,Berat Djimsiti,4-2-3-1,Anthony Taylor,Match Report,,1.0,1.0,0,0,3,0,Albania,2,2,1.6666666666666667,0.6666666666666666,12.666666666666666,4.666666666666667,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333
97,2023-09-10,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,2.0,0.0,Poland,39.0,21900.0,Berat Djimsiti,4-1-3-2,José Sánchez,Match Report,,7.0,3.0,0,0,2,1,Albania,1,3,2.0,0.6666666666666666,10.666666666666666,4.0,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333
98,2023-10-12,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3.0,0.0,Czechia,36.0,20917.0,Berat Djimsiti,4-2-3-1,Danny Makkelie,Match Report,,8.0,4.0,0,0,7,1,Albania,1,3,2.0,0.6666666666666666,9.0,3.3333333333333335,0.0,0.3333333333333333,2.0,0.3333333333333333
99,2023-11-17,19:00,UEFA Euro Qualifying,Group stage,Fri,Away,D,1.0,1.0,Moldova,53.0,9537.0,Berat Djimsiti,4-3-3,William Collum,Match Report,,10.0,4.0,1,1,5,0,Albania,2,2,2.0,0.3333333333333333,5.333333333333333,2.6666666666666665,0.0,0.0,4.0,0.6666666666666666
100,2023-11-20,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,0.0,0.0,Faroe Islands,64.0,21456.0,Berat Djimsiti,4-3-3,Sven Jablonski,Match Report,,8.0,4.0,0,0,0,1,Albania,1,2,2.0,0.3333333333333333,8.333333333333334,3.6666666666666665,0.3333333333333333,0.3333333333333333,4.666666666666667,0.6666666666666666
253,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4.0,1.0,N. Macedonia,61.0,10501.0,Marko Arnautović,4-5-1,Aleksey Eskov,Match Report,,20.0,8.0,1,1,0,0,Austria,2,3,1.0,1.6666666666666667,18.0,6.0,0.0,0.0,2.3333333333333335,0.3333333333333333
254,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,6.0,0.0,Latvia,77.0,16300.0,Julian Baumgartlinger,4-2-3-1,Robert Hennessy,Match Report,,31.0,11.0,1,1,1,1,Austria,1,3,2.3333333333333335,1.6666666666666667,19.333333333333332,8.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333
255,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,D,0.0,0.0,Poland,65.0,56788.0,Julian Baumgartlinger,4-2-3-1,Viktor Kassai,Match Report,,22.0,6.0,0,0,2,1,Austria,2,2,3.6666666666666665,0.3333333333333333,23.0,9.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
256,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3.0,1.0,Israel,54.0,26200.0,Julian Baumgartlinger,4-2-3-1,William Collum,Match Report,,16.0,7.0,0,0,3,0,Austria,1,3,3.3333333333333335,0.3333333333333333,24.333333333333332,8.333333333333334,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
257,2019-10-13,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,1.0,0.0,Slovenia,55.0,15108.0,Julian Baumgartlinger,4-2-3-1,Cüneyt Çakιr,Match Report,,12.0,4.0,0,0,2,1,Austria,2,3,3.0,0.3333333333333333,23.0,8.0,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666
258,2019-11-16,20:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2.0,1.0,N. Macedonia,53.0,41100.0,Julian Baumgartlinger,4-2-3-1,Michael Oliver,Match Report,,17.0,8.0,0,0,3,0,Austria,1,3,1.3333333333333333,0.3333333333333333,16.666666666666668,5.666666666666667,0.0,0.0,2.3333333333333335,0.6666666666666666
259,2019-11-19,21:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0.0,1.0,Latvia,75.0,2781.0,Julian Baumgartlinger,4-2-3-1,Alejandro Hernández,Match Report,,21.0,3.0,0,0,2,0,Austria,2,1,2.0,0.6666666666666666,15.0,6.333333333333333,0.0,0.0,2.6666666666666665,0.3333333333333333
12,2020-09-04,20:45,UEFA Nations League,League B,Fri,Away,W,2.0,1.0,Norway,60.0,,Martin Hinteregger,4-4-2,Mattias Gestranius,Match Report,,17.0,8.0,1,1,0,0,Austria,2,3,1.0,0.6666666666666666,16.666666666666668,5.0,0.0,0.0,2.3333333333333335,0.3333333333333333
13,2020-09-07,20:45,UEFA Nations League,League B,Mon,Home,L,2.0,3.0,Romania,63.0,,Julian Baumgartlinger,4-2-3-1,Glenn Nyberg,Match Report,,19.0,5.0,0,0,1,0,Austria,1,1,1.3333333333333333,1.0,18.333333333333332,6.333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0
14,2020-10-11,19:45,UEFA Nations League,League B,Sun,Away,W,1.0,0.0,Northern Ireland,56.0,600.0,Julian Baumgartlinger,4-4-2,Petr Ardeleánu,Match Report,,13.0,5.0,0,0,1,1,Austria,2,3,1.3333333333333333,1.6666666666666667,19.0,5.333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0
15,2020-10-14,21:45,UEFA Nations League,League B,Wed,Away,W,1.0,0.0,Romania,49.0,,Julian Baumgartlinger,4-4-2,Daniel Stefański,Match Report,,9.0,3.0,0,0,2,1,Austria,2,3,1.6666666666666667,1.3333333333333333,16.333333333333332,6.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
16,2020-11-15,20:45,UEFA Nations League,League B,Sun,Home,W,2.0,1.0,Northern Ireland,71.0,,Julian Baumgartlinger,4-4-2,Maurizio Mariani,Match Report,,11.0,3.0,0,0,1,0,Austria,1,3,1.3333333333333333,1.0,13.666666666666666,4.333333333333333,0.0,0.0,1.3333333333333333,0.6666666666666666
17,2020-11-18,20:45,UEFA Nations League,League B,Wed,Home,D,1.0,1.0,Norway,68.0,,Julian Baumgartlinger,4-4-2,Benoît Bastien,Match Report,,21.0,6.0,0,0,3,0,Austria,1,2,1.3333333333333333,0.3333333333333333,11.0,3.6666666666666665,0.0,0.0,1.3333333333333333,0.6666666666666666
262,2021-06-13,19:00,UEFA Euro,Group stage,Sun,Neutral,W,3.0,1.0,N. Macedonia,62.0,9082.0,David Alaba,3-1-4-2,Andreas Ekberg,Match Report,,10.0,6.0,0,0,1,0,Austria,3,3,1.3333333333333333,0.6666666666666666,13.666666666666666,4.0,0.0,0.0,2.0,0.3333333333333333
263,2021-06-17,21:00,UEFA Euro,Group stage,Thu,Neutral,L,0.0,2.0,Netherlands,53.0,15243.0,David Alaba,3-1-4-2,Orel Grinfeeld,Match Report,,9.0,1.0,0,0,1,0,Austria,3,1,2.0,1.0,14.0,5.0,0.0,0.0,1.6666666666666667,0.0
264,2021-06-21,19:00,UEFA Euro,Group stage,Mon,Neutral,W,1.0,0.0,Ukraine,50.0,10472.0,David Alaba,4-2-3-1,Cüneyt Çakιr,Match Report,,18.0,4.0,0,0,1,1,Austria,3,3,1.3333333333333333,1.3333333333333333,13.333333333333334,4.333333333333333,0.0,0.0,1.6666666666666667,0.0
265,2021-06-26,20:00,UEFA Euro,Round of 16,Sat,Neutral,L,1.0,2.0,Italy,49.0,18910.0,David Alaba,4-2-3-1,Anthony Taylor,Match Report,Required Extra Time,16.0,3.0,0,0,4,0,Austria,3,1,1.3333333333333333,1.0,12.333333333333334,3.6666666666666665,0.0,0.0,1.0,0.3333333333333333
66,2022-06-03,20:45,UEFA Nations League,League A,Fri,Away,W,3.0,0.0,Croatia,39.0,13994.0,Marko Arnautović,3-5-2,Chris Kavanagh,Match Report,,14.0,8.0,0,0,3,1,Austria,2,3,0.6666666666666666,1.3333333333333333,14.333333333333334,2.6666666666666665,0.0,0.0,2.0,0.3333333333333333
67,2022-06-06,20:45,UEFA Nations League,League A,Mon,Home,L,1.0,2.0,Denmark,55.0,18700.0,David Alaba,4-1-4-1,William Collum,Match Report,,17.0,1.0,0,0,4,0,Austria,1,1,1.6666666666666667,0.6666666666666666,16.0,5.0,0.0,0.0,2.6666666666666665,0.6666666666666666
68,2022-06-10,20:45,UEFA Nations League,League A,Fri,Home,D,1.0,1.0,France,33.0,44800.0,David Alaba,4-4-2,Anastasios Sidiropoulos,Match Report,,5.0,4.0,0,0,6,0,Austria,1,2,1.6666666666666667,1.3333333333333333,15.666666666666666,4.0,0.0,0.0,3.6666666666666665,0.3333333333333333
69,2022-06-13,20:45,UEFA Nations League,League A,Mon,Away,L,0.0,2.0,Denmark,47.0,35230.0,Marcel Sabitzer,4-4-2,Alejandro Hernández,Match Report,,9.0,2.0,0,0,4,0,Austria,2,1,1.6666666666666667,1.0,12.0,4.333333333333333,0.0,0.0,4.333333333333333,0.3333333333333333
70,2022-09-22,20:45,UEFA Nations League,League A,Thu,Away,L,0.0,2.0,France,40.0,70188.0,David Alaba,4-4-2,Andreas Ekberg,Match Report,,4.0,0.0,0,0,4,0,Austria,2,1,0.6666666666666666,1.6666666666666667,10.333333333333334,2.3333333333333335,0.0,0.0,4.666666666666667,0.0
71,2022-09-25,20:45,UEFA Nations League,League A,Sun,Home,L,1.0,3.0,Croatia,47.0,45700.0,David Alaba,4-4-2,Artur Dias,Match Report,,18.0,6.0,0,0,2,0,Austria,1,1,0.3333333333333333,1.6666666666666667,6.0,2.0,0.0,0.0,4.666666666666667,0.0
124,2023-03-24,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,4.0,1.0,Azerbaijan,51.0,16500.0,Marcel Sabitzer,4-4-2,Bartosz Frankowski,Match Report,,25.0,12.0,0,0,2,0,Austria,1,3,0.3333333333333333,2.3333333333333335,10.333333333333334,2.6666666666666665,0.0,0.0,3.3333333333333335,0.0
125,2023-03-27,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,2.0,1.0,Estonia,66.0,16500.0,Konrad Laimer,4-4-2,Enea Jorgji,Match Report,,19.0,8.0,0,1,2,0,Austria,1,3,1.6666666666666667,2.0,15.666666666666666,6.0,0.0,0.0,2.6666666666666665,0.0
126,2023-06-17,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,D,1.0,1.0,Belgium,44.0,39237.0,David Alaba,4-4-2,Jérôme Brisard,Match Report,,10.0,2.0,0,0,1,0,Austria,2,2,2.3333333333333335,1.6666666666666667,20.666666666666668,8.666666666666666,0.0,0.3333333333333333,2.0,0.0
127,2023-06-20,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2.0,0.0,Sweden,63.0,46300.0,David Alaba,4-4-2,Marco Guida,Match Report,,21.0,14.0,0,0,3,1,Austria,1,3,2.3333333333333335,1.0,18.0,7.333333333333333,0.0,0.3333333333333333,1.6666666666666667,0.0
128,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3.0,1.0,Sweden,53.0,43228.0,David Alaba,4-4-2,Serdar Gözübüyük,Match Report,,12.0,6.0,1,1,3,0,Austria,2,3,1.6666666666666667,0.6666666666666666,16.666666666666668,8.0,0.0,0.3333333333333333,2.0,0.3333333333333333
129,2023-10-13,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,2.0,3.0,Belgium,58.0,47000.0,Konrad Laimer,4-4-1-1,Jesús Gil,Match Report,,16.0,5.0,1,1,2,0,Austria,1,1,2.0,0.6666666666666666,14.333333333333334,7.333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.3333333333333333
130,2023-10-16,20:00,UEFA Euro Qualifying,Group stage,Mon,Away,W,1.0,0.0,Azerbaijan,46.0,4446.0,Konrad Laimer,4-1-4-1,Aristotelis Diamantopoulos,Match Report,,13.0,3.0,1,1,0,1,Austria,2,3,2.3333333333333335,1.3333333333333333,16.333333333333332,8.333333333333334,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.3333333333333333
131,2023-11-16,19:00,UEFA Euro Qualifying,Group stage,Thu,Away,W,2.0,0.0,Estonia,69.0,4488.0,David Alaba,4-3-3,Nikola Dabanović,Match Report,,16.0,4.0,0,0,0,1,Austria,2,3,2.0,1.3333333333333333,13.666666666666666,4.666666666666667,1.0,1.0,1.6666666666666667,0.3333333333333333
297,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3.0,0.0,Scotland,71.0,32482.0,Eden Hazard,3-4-3,Petr Ardeleánu,Match Report,,25.0,11.0,0,0,2,1,Belgium,1,3,2.6666666666666665,0.3333333333333333,18.333333333333332,8.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
298,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4.0,0.0,San Marino,81.0,2523.0,Kevin De Bruyne,3-4-3,Horațiu Fesnic,Match Report,,29.0,11.0,1,1,3,1,Belgium,2,3,2.6666666666666665,0.0,21.666666666666668,9.666666666666666,0.0,0.0,1.3333333333333333,1.0
299,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4.0,0.0,Scotland,52.0,25524.0,Kevin De Bruyne,3-4-3,Paweł Gil,Match Report,,15.0,8.0,0,0,3,1,Belgium,2,3,3.3333333333333335,0.0,27.0,11.333333333333334,0.3333333333333333,0.3333333333333333,2.0,1.0
300,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,9.0,0.0,San Marino,84.0,34504.0,Eden Hazard,3-4-3,Anastasios Papapetrou,Match Report,,43.0,16.0,1,1,0,1,Belgium,1,3,3.6666666666666665,0.0,23.0,10.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,1.0
301,2019-10-13,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2.0,0.0,Kazakhstan,66.0,26801.0,Eden Hazard,3-4-3,Gediminas Mažeika,Match Report,,11.0,3.0,0,0,1,1,Belgium,2,3,5.666666666666667,0.0,29.0,11.666666666666666,0.6666666666666666,0.6666666666666666,2.0,1.0
302,2019-11-16,20:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,4.0,1.0,Russia,47.0,53317.0,Eden Hazard,3-4-3,Artur Soares Dias,Match Report,,11.0,8.0,0,0,3,0,Belgium,2,3,5.0,0.0,23.0,9.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0
303,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6.0,1.0,Cyprus,62.0,40568.0,Eden Hazard,3-4-3,Jørgen Burchardt,Match Report,,18.0,12.0,0,0,0,0,Belgium,1,3,5.0,0.3333333333333333,21.666666666666668,9.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666
67,2020-09-05,20:45,UEFA Nations League,League A,Sat,Away,W,2.0,0.0,Denmark,49.0,,Jan Vertonghen,3-4-3,Sandro Schärer,Match Report,,11.0,5.0,0,0,1,1,Belgium,2,3,4.0,0.6666666666666666,13.333333333333334,7.666666666666667,0.0,0.0,1.3333333333333333,0.3333333333333333
68,2020-09-08,20:45,UEFA Nations League,League A,Tue,Home,W,5.0,1.0,Iceland,75.0,,Toby Alderweireld,3-4-3,Paweł Raczkowski,Match Report,,20.0,12.0,0,0,2,0,Belgium,1,3,4.0,0.6666666666666666,13.333333333333334,8.333333333333334,0.0,0.0,1.3333333333333333,0.3333333333333333
69,2020-10-11,17:00,UEFA Nations League,League A,Sun,Away,L,1.0,2.0,England,53.0,,Kevin De Bruyne,3-4-3,Tobias Stieler,Match Report,,11.0,2.0,1,1,1,0,Belgium,2,1,4.333333333333333,0.6666666666666666,16.333333333333332,9.666666666666666,0.0,0.0,1.0,0.3333333333333333
70,2020-10-14,18:45,UEFA Nations League,League A,Wed,Away,W,2.0,1.0,Iceland,67.0,60.0,Romelu Lukaku,3-4-3,Andris Treimanis,Match Report,,9.0,2.0,1,1,1,0,Belgium,2,3,2.6666666666666665,1.0,14.0,6.333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333
71,2020-11-15,20:45,UEFA Nations League,League A,Sun,Home,W,2.0,0.0,England,45.0,,Jan Vertonghen,3-4-3,Danny Makkelie,Match Report,,8.0,3.0,0,0,2,1,Belgium,1,3,2.6666666666666665,1.3333333333333333,13.333333333333334,5.333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0
72,2020-11-18,20:45,UEFA Nations League,League A,Wed,Home,W,4.0,2.0,Denmark,52.0,,Jan Vertonghen,3-4-3,Slavko Vinčič,Match Report,,8.0,5.0,0,0,2,0,Belgium,1,3,1.6666666666666667,1.0,9.333333333333334,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333
343,2021-03-24,20:45,WCQ,First round,Wed,Home,W,3.0,1.0,Wales,75.0,,Jan Vertonghen,3-4-3,Cüneyt Çakιr,Match Report,,12.0,4.0,1,1,0,0,Belgium,1,3,2.6666666666666665,1.0,8.333333333333334,3.3333333333333335,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333
134,2021-03-24,20:45,WCQ,First round,Wed,Home,W,3.0,1.0,Wales,75.0,,Jan Vertonghen,3-4-3,Cüneyt Çakιr,Match Report,,12.0,4.0,1,1,0,0,Belgium,1,3,3.0,1.0,9.333333333333334,4.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333
344,2021-03-27,20:45,WCQ,First round,Sat,Away,D,1.0,1.0,Czechia,62.0,,Jan Vertonghen,3-4-3,William Collum,Match Report,,9.0,4.0,0,0,4,0,Belgium,2,2,3.3333333333333335,1.3333333333333333,10.666666666666666,4.333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
135,2021-03-27,20:45,WCQ,First round,Sat,Away,D,1.0,1.0,Czechia,62.0,,Jan Vertonghen,3-4-3,William Collum,Match Report,,9.0,4.0,0,0,4,0,Belgium,2,2,2.3333333333333335,1.0,11.0,4.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0
136,2021-03-30,20:45,WCQ,First round,Tue,Home,W,8.0,0.0,Belarus,68.0,,Jan Vertonghen,3-4-3,Donatas Rumšas,Match Report,,21.0,15.0,0,0,0,1,Belgium,1,3,1.6666666666666667,1.0,10.0,4.0,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.0
345,2021-03-30,20:45,WCQ,First round,Tue,Home,W,8.0,0.0,Belarus,68.0,,Jan Vertonghen,3-4-3,Donatas Rumšas,Match Report,,21.0,15.0,0,0,0,1,Belgium,1,3,3.3333333333333335,0.6666666666666666,13.0,7.666666666666667,0.0,0.0,2.6666666666666665,0.3333333333333333
306,2021-06-12,22:00,UEFA Euro,Group stage,Sat,Neutral,W,3.0,0.0,Russia,66.0,26264.0,Jan Vertonghen,3-4-3,Antonio Matéu Lahoz,Match Report,,9.0,4.0,0,0,1,1,Belgium,3,3,5.666666666666667,0.3333333333333333,17.0,11.333333333333334,0.0,0.0,1.3333333333333333,0.6666666666666666
307,2021-06-17,18:00,UEFA Euro,Group stage,Thu,Neutral,W,2.0,1.0,Denmark,53.0,23395.0,Jan Vertonghen,3-4-3,Björn Kuipers,Match Report,,6.0,4.0,0,0,4,0,Belgium,3,3,6.333333333333333,0.0,17.0,11.333333333333334,0.0,0.0,0.3333333333333333,1.0
308,2021-06-21,22:00,UEFA Euro,Group stage,Mon,Neutral,W,2.0,0.0,Finland,61.0,18545.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,17.0,7.0,0,0,1,1,Belgium,3,3,4.333333333333333,0.3333333333333333,12.0,7.666666666666667,0.0,0.0,1.6666666666666667,0.6666666666666666
309,2021-06-27,21:00,UEFA Euro,Round of 16,Sun,Neutral,W,1.0,0.0,Portugal,43.0,11504.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,6.0,1.0,0,0,4,1,Belgium,3,3,2.3333333333333335,0.3333333333333333,10.666666666666666,5.0,0.0,0.0,2.0,0.6666666666666666
310,2021-07-02,21:00,UEFA Euro,Quarter-finals,Fri,Home,L,1.0,2.0,Italy,46.0,12984.0,Jan Vertonghen,3-4-3,Slavko Vinčič,Match Report,,9.0,2.0,1,1,1,0,Belgium,1,1,1.6666666666666667,0.3333333333333333,9.666666666666666,4.0,0.0,0.0,3.0,0.6666666666666666
137,2021-09-02,21:45,WCQ,First round,Thu,Away,W,5.0,2.0,Estonia,73.0,6685.0,Eden Hazard,3-4-3,Guillermo Cuadra,Match Report,,25.0,9.0,0,0,1,0,Belgium,2,3,1.3333333333333333,0.6666666666666666,10.666666666666666,3.3333333333333335,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666
